CaseMasterID,ActID,SectionID,ActOrderID,SectionOrderID
1865,IT,67,1,3
1866,DP,3,1,1
1866,DP,4,1,2
1867,DP,3,1,1
1868,IPC,420,1,1
1868,IPC,307,1,2
1868,IPC,354,1,3
1869,IPC,34,1,1
1870,NDPS,20,1,1
1870,NDPS,8,1,2
1871,POCSO,8,1,1
1872,DP,4,1,1
1872,DP,3,1,2
1873,POCSO,8,1,1
1873,POCSO,4,1,2
1874,DP,3,1,1
1874,DP,4,1,2
1875,DP,3,1,1
1875,DP,4,1,2
1876,NDPS,20,1,1
1877,POCSO,8,1,1
1878,MV,177,1,1
1879,IPC,379,1,1
1879,IPC,411,1,2
1880,IT,67,1,1
1881,NDPS,22,1,1
1882,IPC,120B,1,1
1882,IPC,420,1,2
1883,POCSO,6,1,1
1884,IPC,307,1,1
1884,IPC,392,1,2
1884,IPC,411,1,3
1885,IT,66D,1,1
1886,POCSO,4,1,1
1886,POCSO,6,1,2
1887,POCSO,4,1,1
1888,POCSO,4,1,1
1888,POCSO,6,1,2
1889,IT,66C,1,1
1890,IPC,376,1,1
1890,IPC,323,1,2
1890,IPC,302,1,3
1891,IT,67,1,1
1891,IT,66D,1,2
1891,IT,66C,1,3
1892,DP,4,1,1
1893,DP,3,1,1
1894,MV,177,1,1
1895,IPC,392,1,1
1895,IPC,323,1,2
1895,IPC,379,1,3
1896,IPC,34,1,1
1896,IPC,379,1,2
1896,IPC,376,1,3
1897,NDPS,22,1,1
1897,NDPS,8,1,2
1897,NDPS,20,1,3
1898,POCSO,4,1,1
1898,POCSO,8,1,2
1899,IPC,302,1,1
1899,IPC,411,1,2
1900,NDPS,8,1,1
1901,MV,196,1,1
1901,MV,184,1,2
1901,MV,177,1,3
1902,MV,177,1,1
1903,IT,66D,1,1
1904,NDPS,21,1,1
1905,NDPS,20,1,1
1905,NDPS,8,1,2
1906,NDPS,20,1,1
1907,MV,184,1,1
1907,MV,177,1,2
1908,MV,196,1,1
1909,IT,66C,1,1
1909,IT,67,1,2
1910,DP,3,1,1
1910,DP,4,1,2
1911,DP,4,1,1
1912,IPC,323,1,1
1912,IPC,120B,1,2
1913,NDPS,22,1,1
1913,NDPS,21,1,2
1913,NDPS,20,1,3
1914,IT,66D,1,1
1914,IT,67,1,2
1915,NDPS,22,1,1
1915,NDPS,8,1,2
1916,POCSO,4,1,1
1916,POCSO,6,1,2
1916,POCSO,8,1,3
1917,MV,184,1,1
1917,MV,177,1,2
1917,MV,196,1,3
1918,IT,67,1,1
1919,DP,4,1,1
1920,DP,4,1,1
1921,DP,3,1,1
1922,POCSO,8,1,1
1922,POCSO,4,1,2
1923,NDPS,22,1,1
1923,NDPS,21,1,2
1923,NDPS,20,1,3
1924,IPC,420,1,1
1924,IPC,120B,1,2
1924,IPC,307,1,3
1925,NDPS,22,1,1
1925,NDPS,8,1,2
1926,DP,3,1,1
1927,IPC,376,1,1
1927,IPC,420,1,2
1927,IPC,379,1,3
1928,DP,3,1,1
1929,IPC,323,1,1
1929,IPC,420,1,2
1929,IPC,379,1,3
1930,NDPS,22,1,1
1930,NDPS,20,1,2
1931,IT,67,1,1
1931,IT,66C,1,2
1932,NDPS,20,1,1
1932,NDPS,21,1,2
1933,DP,4,1,1
1933,DP,3,1,2
1934,POCSO,6,1,1
1934,POCSO,8,1,2
1935,DP,3,1,1
1935,DP,4,1,2
1936,NDPS,21,1,1
1936,NDPS,22,1,2
1937,NDPS,22,1,1
1938,POCSO,8,1,1
1938,POCSO,4,1,2
1938,POCSO,6,1,3
1939,IPC,120B,1,1
1939,IPC,411,1,2
1940,POCSO,4,1,1
1940,POCSO,8,1,2
1941,DP,4,1,1
1941,DP,3,1,2
1942,IPC,323,1,1
1942,IPC,392,1,2
1943,IPC,420,1,1
1943,IPC,307,1,2
1943,IPC,323,1,3
1944,IT,66D,1,1
1944,IT,66C,1,2
1945,POCSO,4,1,1
1945,POCSO,8,1,2
1945,POCSO,6,1,3
1946,POCSO,4,1,1
1947,IT,66D,1,1
1947,IT,66C,1,2
1947,IT,67,1,3
1948,POCSO,8,1,1
1948,POCSO,6,1,2
1949,MV,184,1,1
1949,MV,177,1,2
1949,MV,196,1,3
1950,IPC,392,1,1
1950,IPC,420,1,2
1950,IPC,120B,1,3
1951,MV,196,1,1
1952,IPC,34,1,1
1952,IPC,354,1,2
1953,IT,66D,1,1
1953,IT,66C,1,2
1954,IT,66D,1,1
1954,IT,66C,1,2
1954,IT,67,1,3
1955,IT,66D,1,1
1955,IT,66C,1,2
1955,IT,67,1,3
1956,IPC,420,1,1
1956,IPC,354,1,2
1956,IPC,379,1,3
1957,IT,67,1,1
1957,IT,66D,1,2
1957,IT,66C,1,3
1958,IT,66C,1,1
1959,NDPS,21,1,1
1960,NDPS,22,1,1
1960,NDPS,21,1,2
1960,NDPS,20,1,3
1961,POCSO,8,1,1
1961,POCSO,6,1,2
1961,POCSO,4,1,3
1962,MV,184,1,1
1963,MV,196,1,1
1963,MV,184,1,2
1963,MV,177,1,3
1964,IT,67,1,1
1964,IT,66D,1,2
1965,MV,177,1,1
1965,MV,196,1,2
1966,IT,67,1,1
1966,IT,66D,1,2
1967,IT,66D,1,1
1968,NDPS,22,1,1
1969,NDPS,21,1,1
1970,DP,3,1,1
1970,DP,4,1,2
1971,IT,66D,1,1
1971,IT,66C,1,2
1972,DP,3,1,1
1972,DP,4,1,2
1973,MV,177,1,1
1974,IPC,34,1,1
1974,IPC,379,1,2
1974,IPC,120B,1,3
1975,DP,3,1,1
1976,POCSO,6,1,1
1976,POCSO,4,1,2
1977,IPC,411,1,1
1977,IPC,392,1,2
1978,NDPS,8,1,1
1978,NDPS,20,1,2
1978,NDPS,22,1,3
1979,MV,196,1,1
1980,MV,184,1,1
1981,MV,177,1,1
1981,MV,184,1,2
1981,MV,196,1,3
1982,IT,66C,1,1
1982,IT,66D,1,2
1982,IT,67,1,3
1983,DP,3,1,1
1983,DP,4,1,2
1984,DP,3,1,1
1984,DP,4,1,2
1985,IT,66C,1,1
1986,IPC,354,1,1
1986,IPC,420,1,2
1987,IT,67,1,1
1988,DP,3,1,1
1989,IT,66C,1,1
1990,NDPS,22,1,1
1990,NDPS,8,1,2
1991,POCSO,8,1,1
1991,POCSO,6,1,2
1991,POCSO,4,1,3
1992,IT,66C,1,1
1992,IT,67,1,2
1992,IT,66D,1,3
1993,MV,196,1,1
1993,MV,177,1,2
1993,MV,184,1,3
1994,MV,196,1,1
1995,DP,3,1,1
1996,POCSO,8,1,1
1997,NDPS,20,1,1
1997,NDPS,21,1,2
1997,NDPS,22,1,3
1998,NDPS,21,1,1
1998,NDPS,20,1,2
1999,POCSO,6,1,1
1999,POCSO,8,1,2
2000,MV,196,1,1
2000,MV,184,1,2
2001,NDPS,21,1,1
2001,NDPS,8,1,2
2002,DP,4,1,1
2002,DP,3,1,2
2003,POCSO,8,1,1
2003,POCSO,4,1,2
2003,POCSO,6,1,3
2004,MV,177,1,1
2005,POCSO,8,1,1
2005,POCSO,4,1,2
2006,MV,177,1,1
2006,MV,196,1,2
2006,MV,184,1,3
2007,NDPS,21,1,1
2008,IPC,323,1,1
2009,IPC,392,1,1
2009,IPC,120B,1,2
2010,DP,3,1,1
2011,MV,177,1,1
2011,MV,196,1,2
2011,MV,184,1,3
2012,NDPS,20,1,1
2012,NDPS,22,1,2
2013,IT,66D,1,1
2014,IT,67,1,1
2014,IT,66C,1,2
2014,IT,66D,1,3
2015,DP,3,1,1
2016,IT,66D,1,1
2017,IPC,354,1,1
2017,IPC,376,1,2
2017,IPC,420,1,3
2018,DP,4,1,1
2019,IT,66D,1,1
2019,IT,67,1,2
2019,IT,66C,1,3
2020,IT,66D,1,1
2021,IPC,411,1,1
2021,IPC,323,1,2
2022,IT,66C,1,1
2022,IT,66D,1,2
2022,IT,67,1,3
2023,NDPS,20,1,1
2023,NDPS,22,1,2
2023,NDPS,8,1,3
2024,MV,177,1,1
2025,DP,3,1,1
2026,NDPS,20,1,1
2027,IT,67,1,1
2027,IT,66D,1,2
2028,IT,66D,1,1
2028,IT,66C,1,2
2028,IT,67,1,3
2029,IPC,120B,1,1
2029,IPC,411,1,2
2030,MV,196,1,1
2030,MV,184,1,2
2031,IT,67,1,1
2031,IT,66C,1,2
2031,IT,66D,1,3
2032,POCSO,4,1,1
2032,POCSO,6,1,2
2032,POCSO,8,1,3
2033,IT,66C,1,1
2033,IT,66D,1,2
2034,POCSO,8,1,1
2035,MV,184,1,1
2035,MV,196,1,2
2036,IPC,120B,1,1
2036,IPC,392,1,2
2036,IPC,34,1,3
2037,POCSO,4,1,1
2037,POCSO,8,1,2
2037,POCSO,6,1,3
2038,NDPS,8,1,1
2038,NDPS,20,1,2
2039,IT,66C,1,1
2039,IT,67,1,2
2039,IT,66D,1,3
2040,MV,184,1,1
2040,MV,177,1,2
2041,IPC,34,1,1
2041,IPC,411,1,2
2042,IT,66D,1,1
2043,DP,4,1,1
2043,DP,3,1,2
2044,NDPS,21,1,1
2045,MV,196,1,1
2045,MV,177,1,2
2046,DP,3,1,1
2046,DP,4,1,2
2047,DP,4,1,1
2048,NDPS,21,1,1
2048,NDPS,8,1,2
2048,NDPS,22,1,3
2049,NDPS,21,1,1
2049,NDPS,20,1,2
2049,NDPS,8,1,3
2050,NDPS,21,1,1
2051,IPC,392,1,1
2052,POCSO,6,1,1
2052,POCSO,8,1,2
2053,POCSO,4,1,1
2053,POCSO,6,1,2
2053,POCSO,8,1,3
2054,NDPS,20,1,1
2055,IT,66D,1,1
2055,IT,66C,1,2
2056,IT,66D,1,1
2056,IT,67,1,2
2056,IT,66C,1,3
2057,NDPS,22,1,1
2057,NDPS,8,1,2
2057,NDPS,21,1,3
2058,NDPS,21,1,1
2058,NDPS,20,1,2
2058,NDPS,22,1,3
2059,MV,177,1,1
2059,MV,196,1,2
2060,DP,4,1,1
2061,POCSO,6,1,1
2062,POCSO,6,1,1
2062,POCSO,4,1,2
2063,DP,3,1,1
2064,DP,4,1,1
2064,DP,3,1,2
2065,IPC,302,1,1
2066,POCSO,8,1,1
2066,POCSO,6,1,2
2066,POCSO,4,1,3
2067,IPC,376,1,1
2068,NDPS,21,1,1
2069,IPC,307,1,1
2070,NDPS,21,1,1
2070,NDPS,20,1,2
2070,NDPS,8,1,3
2071,IT,66D,1,1
2072,MV,184,1,1
2073,DP,4,1,1
2073,DP,3,1,2
2074,POCSO,4,1,1
2074,POCSO,6,1,2
2075,IPC,420,1,1
2076,IPC,420,1,1
2076,IPC,392,1,2
2076,IPC,307,1,3
2077,MV,196,1,1
2077,MV,184,1,2
2078,MV,196,1,1
2079,POCSO,4,1,1
2079,POCSO,6,1,2
2079,POCSO,8,1,3
2080,IPC,120B,1,1
2081,IT,67,1,1
2081,IT,66C,1,2
2082,POCSO,4,1,1
2082,POCSO,8,1,2
2083,POCSO,4,1,1
2083,POCSO,6,1,2
2084,IT,66C,1,1
2084,IT,66D,1,2
2085,POCSO,6,1,1
2085,POCSO,4,1,2
2085,POCSO,8,1,3
2086,POCSO,6,1,1
2086,POCSO,4,1,2
2086,POCSO,8,1,3
2087,IPC,376,1,1
2087,IPC,411,1,2
2088,POCSO,6,1,1
2088,POCSO,4,1,2
2089,IPC,379,1,1
2090,DP,4,1,1
2091,IT,66D,1,1
2092,POCSO,8,1,1
2092,POCSO,6,1,2
2092,POCSO,4,1,3
2093,DP,4,1,1
2093,DP,3,1,2
2094,MV,196,1,1
2094,MV,184,1,2
2094,MV,177,1,3
2095,NDPS,8,1,1
2095,NDPS,21,1,2
2095,NDPS,22,1,3
2096,MV,184,1,1
2096,MV,196,1,2
2096,MV,177,1,3
2097,DP,4,1,1
2097,DP,3,1,2
2098,IT,66D,1,1
2099,POCSO,8,1,1
2099,POCSO,6,1,2
2099,POCSO,4,1,3
2100,NDPS,8,1,1
2100,NDPS,20,1,2
2100,NDPS,22,1,3
2101,IT,66C,1,1
2101,IT,66D,1,2
2102,NDPS,22,1,1
2102,NDPS,21,1,2
2103,POCSO,4,1,1
2103,POCSO,6,1,2
2103,POCSO,8,1,3
2104,MV,177,1,1
2105,NDPS,21,1,1
2105,NDPS,8,1,2
2105,NDPS,20,1,3
2106,NDPS,21,1,1
2106,NDPS,22,1,2
2106,NDPS,8,1,3
2107,POCSO,6,1,1
2107,POCSO,8,1,2
2108,IPC,379,1,1
2108,IPC,302,1,2
2108,IPC,34,1,3
2109,DP,3,1,1
2110,POCSO,4,1,1
2110,POCSO,6,1,2
2111,IT,66C,1,1
2111,IT,67,1,2
2112,DP,3,1,1
2113,MV,196,1,1
2114,POCSO,6,1,1
2115,DP,3,1,1
2115,DP,4,1,2
2116,IT,66C,1,1
2116,IT,66D,1,2
2117,POCSO,8,1,1
2118,POCSO,6,1,1
2118,POCSO,4,1,2
2119,MV,196,1,1
2119,MV,177,1,2
2119,MV,184,1,3
2120,NDPS,22,1,1
2120,NDPS,21,1,2
2121,POCSO,6,1,1
2121,POCSO,4,1,2
2122,DP,3,1,1
2122,DP,4,1,2
2123,IPC,392,1,1
2124,IT,67,1,1
2124,IT,66D,1,2
2124,IT,66C,1,3
2125,IPC,354,1,1
2125,IPC,392,1,2
2126,NDPS,8,1,1
2127,IT,66D,1,1
2128,IT,66C,1,1
2129,IT,67,1,1
2130,MV,196,1,1
2130,MV,177,1,2
2131,NDPS,22,1,1
2131,NDPS,8,1,2
2131,NDPS,21,1,3
2132,NDPS,21,1,1
2132,NDPS,20,1,2
2132,NDPS,22,1,3
2133,NDPS,20,1,1
2133,NDPS,8,1,2
2134,POCSO,8,1,1
2134,POCSO,4,1,2
2135,IPC,392,1,1
2135,IPC,34,1,2
2136,DP,3,1,1
2137,NDPS,21,1,1
2137,NDPS,8,1,2
2137,NDPS,20,1,3
2138,POCSO,4,1,1
2138,POCSO,8,1,2
2139,DP,3,1,1
2139,DP,4,1,2
2140,IT,67,1,1
2140,IT,66D,1,2
2141,POCSO,4,1,1
2142,MV,184,1,1
2142,MV,196,1,2
2143,IT,66C,1,1
2144,IPC,411,1,1
2144,IPC,323,1,2
2145,POCSO,4,1,1
2146,POCSO,6,1,1
2147,MV,177,1,1
2148,IT,66C,1,1
2149,MV,196,1,1
2150,IPC,307,1,1
2150,IPC,120B,1,2
2151,IPC,411,1,1
2151,IPC,302,1,2
2151,IPC,34,1,3
2152,POCSO,4,1,1
2153,NDPS,8,1,1
2153,NDPS,20,1,2
2154,DP,3,1,1
2155,IPC,323,1,1
2155,IPC,302,1,2
2156,DP,3,1,1
2156,DP,4,1,2
2157,MV,184,1,1
2157,MV,177,1,2
2158,IPC,411,1,1
2158,IPC,354,1,2
2158,IPC,376,1,3
2159,POCSO,8,1,1
2160,MV,184,1,1
2160,MV,177,1,2
2161,NDPS,8,1,1
2161,NDPS,21,1,2
2162,POCSO,4,1,1
2162,POCSO,6,1,2
2163,NDPS,21,1,1
2164,DP,4,1,1
2165,IPC,376,1,1
2166,POCSO,4,1,1
2166,POCSO,6,1,2
2166,POCSO,8,1,3
2167,NDPS,22,1,1
2168,MV,177,1,1
2168,MV,184,1,2
2169,DP,4,1,1
2170,POCSO,6,1,1
2170,POCSO,4,1,2
2171,IPC,420,1,1
2171,IPC,392,1,2
2171,IPC,307,1,3
2172,DP,3,1,1
2172,DP,4,1,2
2173,NDPS,8,1,1
2173,NDPS,21,1,2
2174,POCSO,6,1,1
2174,POCSO,4,1,2
2174,POCSO,8,1,3
2175,DP,3,1,1
2175,DP,4,1,2
2176,MV,184,1,1
2176,MV,177,1,2
2176,MV,196,1,3
2177,DP,4,1,1
2178,POCSO,8,1,1
2179,POCSO,6,1,1
2179,POCSO,4,1,2
2179,POCSO,8,1,3
2180,POCSO,4,1,1
2180,POCSO,6,1,2
2180,POCSO,8,1,3
2181,MV,184,1,1
2181,MV,196,1,2
2181,MV,177,1,3
2182,IPC,354,1,1
2182,IPC,379,1,2
2183,NDPS,22,1,1
2183,NDPS,20,1,2
2184,NDPS,20,1,1
2184,NDPS,8,1,2
2184,NDPS,21,1,3
2185,POCSO,4,1,1
2185,POCSO,6,1,2
2186,DP,3,1,1
2186,DP,4,1,2
2187,IPC,379,1,1
2188,IT,66D,1,1
2189,IT,67,1,1
2190,DP,3,1,1
2190,DP,4,1,2
2191,IT,67,1,1
2191,IT,66C,1,2
2191,IT,66D,1,3
2192,IT,66D,1,1
2192,IT,67,1,2
2192,IT,66C,1,3
2193,MV,184,1,1
2194,MV,177,1,1
2194,MV,184,1,2
2194,MV,196,1,3
2195,IT,66D,1,1
2195,IT,67,1,2
2196,NDPS,22,1,1
2197,IT,66C,1,1
2197,IT,67,1,2
2197,IT,66D,1,3
2198,MV,184,1,1
2199,NDPS,8,1,1
2199,NDPS,21,1,2
2200,IPC,34,1,1
2200,IPC,411,1,2
2200,IPC,302,1,3
2201,IT,66C,1,1
2202,IT,66C,1,1
2202,IT,67,1,2
2203,NDPS,22,1,1
2203,NDPS,8,1,2
2203,NDPS,21,1,3
2204,NDPS,8,1,1
2205,IT,66D,1,1
2205,IT,67,1,2
2206,MV,196,1,1
2206,MV,177,1,2
2206,MV,184,1,3
2207,IT,66D,1,1
2207,IT,67,1,2
2208,IPC,34,1,1
2208,IPC,379,1,2
2208,IPC,376,1,3
2209,IT,66D,1,1
2209,IT,67,1,2
2210,IT,66D,1,1
2210,IT,67,1,2
2211,MV,177,1,1
2212,IT,67,1,1
2212,IT,66D,1,2
2213,IPC,379,1,1
2213,IPC,120B,1,2
2214,MV,177,1,1
2214,MV,184,1,2
2215,DP,3,1,1
2215,DP,4,1,2
2216,POCSO,6,1,1
2216,POCSO,8,1,2
2217,IPC,392,1,1
2217,IPC,307,1,2
2217,IPC,411,1,3
2218,POCSO,4,1,1
2218,POCSO,8,1,2
2218,POCSO,6,1,3
2219,MV,177,1,1
2219,MV,196,1,2
2219,MV,184,1,3
2220,MV,196,1,1
2220,MV,184,1,2
2221,MV,177,1,1
2221,MV,184,1,2
2221,MV,196,1,3
2222,MV,196,1,1
2222,MV,177,1,2
2222,MV,184,1,3
2223,DP,4,1,1
2223,DP,3,1,2
2224,IPC,354,1,1
2225,POCSO,4,1,1
2225,POCSO,6,1,2
2225,POCSO,8,1,3
2226,NDPS,21,1,1
2227,IPC,420,1,1
2228,POCSO,4,1,1
2228,POCSO,8,1,2
2228,POCSO,6,1,3
2229,IPC,323,1,1
2229,IPC,120B,1,2
2229,IPC,411,1,3
2230,DP,4,1,1
2230,DP,3,1,2
2231,NDPS,20,1,1
2231,NDPS,8,1,2
2232,NDPS,22,1,1
2233,MV,177,1,1
2233,MV,184,1,2
2233,MV,196,1,3
2234,IT,66D,1,1
2234,IT,67,1,2
2234,IT,66C,1,3
2235,IPC,420,1,1
2235,IPC,411,1,2
2235,IPC,34,1,3
2236,POCSO,8,1,1
2236,POCSO,4,1,2
2237,IT,66C,1,1
2238,POCSO,4,1,1
2238,POCSO,6,1,2
2238,POCSO,8,1,3
2239,MV,196,1,1
2240,IT,66D,1,1
2240,IT,67,1,2
2241,DP,3,1,1
2241,DP,4,1,2
2242,MV,184,1,1
2242,MV,177,1,2
2242,MV,196,1,3
2243,DP,4,1,1
2243,DP,3,1,2
2244,NDPS,21,1,1
2244,NDPS,8,1,2
2245,POCSO,4,1,1
2245,POCSO,6,1,2
2245,POCSO,8,1,3
2246,IT,67,1,1
2246,IT,66D,1,2
2247,DP,3,1,1
2247,DP,4,1,2
2248,NDPS,22,1,1
2248,NDPS,8,1,2
2249,IT,66D,1,1
2249,IT,66C,1,2
2249,IT,67,1,3
2250,IT,66D,1,1
2250,IT,66C,1,2
2250,IT,67,1,3
2251,NDPS,22,1,1
2251,NDPS,21,1,2
2251,NDPS,8,1,3
2252,NDPS,22,1,1
2253,DP,3,1,1
2254,IT,66D,1,1
2254,IT,66C,1,2
2255,MV,196,1,1
2255,MV,184,1,2
2255,MV,177,1,3
2256,IPC,323,1,1
2257,POCSO,4,1,1
2257,POCSO,8,1,2
2257,POCSO,6,1,3
2258,NDPS,8,1,1
2258,NDPS,22,1,2
2259,DP,3,1,1
2260,DP,3,1,1
2261,IT,66D,1,1
2261,IT,67,1,2
2262,NDPS,22,1,1
2262,NDPS,20,1,2
2263,MV,184,1,1
2263,MV,177,1,2
2264,MV,184,1,1
2264,MV,196,1,2
2265,POCSO,8,1,1
2265,POCSO,4,1,2
2265,POCSO,6,1,3
2266,IT,66D,1,1
2267,IT,67,1,1
2268,IT,66C,1,1
2269,IT,66C,1,1
2269,IT,67,1,2
2269,IT,66D,1,3
2270,POCSO,8,1,1
2270,POCSO,6,1,2
2271,DP,3,1,1
2272,IPC,411,1,1
2272,IPC,354,1,2
2273,NDPS,20,1,1
2273,NDPS,8,1,2
2273,NDPS,22,1,3
2274,IT,66D,1,1
2275,MV,196,1,1
2276,POCSO,6,1,1
2276,POCSO,4,1,2
2276,POCSO,8,1,3
2277,NDPS,21,1,1
2278,POCSO,8,1,1
2279,DP,4,1,1
2280,NDPS,21,1,1
2281,NDPS,21,1,1
2282,NDPS,8,1,1
2282,NDPS,22,1,2
2283,POCSO,8,1,1
2283,POCSO,4,1,2
2283,POCSO,6,1,3
2284,POCSO,6,1,1
2285,POCSO,4,1,1
2285,POCSO,8,1,2
2286,IT,66D,1,1
2286,IT,66C,1,2
2287,NDPS,21,1,1
2287,NDPS,22,1,2
2287,NDPS,8,1,3
2288,MV,177,1,1
2288,MV,196,1,2
2288,MV,184,1,3
2289,DP,3,1,1
2290,IPC,379,1,1
2290,IPC,34,1,2
2290,IPC,120B,1,3
2291,IPC,411,1,1
2291,IPC,392,1,2
2292,POCSO,8,1,1
2293,POCSO,6,1,1
2293,POCSO,8,1,2
2294,POCSO,8,1,1
2295,IPC,34,1,1
2296,NDPS,20,1,1
2297,MV,177,1,1
2298,MV,184,1,1
2299,DP,3,1,1
2299,DP,4,1,2
2300,IT,67,1,1
2301,MV,177,1,1
2301,MV,184,1,2
2301,MV,196,1,3
2302,IT,67,1,1
2303,NDPS,21,1,1
2303,NDPS,22,1,2
2304,IT,67,1,1
2305,NDPS,21,1,1
2305,NDPS,22,1,2
2306,NDPS,22,1,1
2306,NDPS,21,1,2
2307,MV,184,1,1
2308,MV,177,1,1
2308,MV,196,1,2
2309,IPC,302,1,1
2310,NDPS,20,1,1
2310,NDPS,21,1,2
2311,IPC,411,1,1
2311,IPC,323,1,2
2312,POCSO,4,1,1
2313,MV,184,1,1
2314,POCSO,8,1,1
2314,POCSO,4,1,2
2315,MV,184,1,1
2315,MV,177,1,2
2316,POCSO,8,1,1
2316,POCSO,6,1,2
2316,POCSO,4,1,3
2317,NDPS,20,1,1
2317,NDPS,22,1,2
2318,MV,196,1,1
2319,MV,196,1,1
2319,MV,184,1,2
2320,NDPS,21,1,1
2321,IPC,307,1,1
2322,IPC,34,1,1
2323,MV,184,1,1
2324,MV,184,1,1
2324,MV,196,1,2
2325,IT,66D,1,1
2326,NDPS,20,1,1
2326,NDPS,21,1,2
2326,NDPS,8,1,3
2327,IT,66C,1,1
2328,NDPS,8,1,1
2328,NDPS,20,1,2
2329,DP,4,1,1
2330,IT,66C,1,1
2330,IT,66D,1,2
2331,DP,3,1,1
2331,DP,4,1,2
2332,DP,4,1,1
2333,IPC,307,1,1
2334,MV,177,1,1
2335,POCSO,8,1,1
2335,POCSO,6,1,2
2336,POCSO,6,1,1
2336,POCSO,8,1,2
2336,POCSO,4,1,3
2337,IPC,392,1,1
2337,IPC,420,1,2
2338,POCSO,4,1,1
2338,POCSO,6,1,2
2339,POCSO,8,1,1
2339,POCSO,4,1,2
2339,POCSO,6,1,3
2340,NDPS,22,1,1
2340,NDPS,8,1,2
2341,IPC,120B,1,1
2341,IPC,307,1,2
2341,IPC,376,1,3
2342,IT,66C,1,1
2342,IT,67,1,2
2342,IT,66D,1,3
2343,IT,66D,1,1
2344,DP,4,1,1
2345,DP,4,1,1
2345,DP,3,1,2
2346,MV,196,1,1
2346,MV,184,1,2
2346,MV,177,1,3
2347,NDPS,21,1,1
2347,NDPS,8,1,2
2347,NDPS,22,1,3
2348,NDPS,21,1,1
2348,NDPS,20,1,2
2348,NDPS,8,1,3
2349,MV,196,1,1
2349,MV,184,1,2
2349,MV,177,1,3
2350,IPC,411,1,1
2350,IPC,379,1,2
2351,IPC,120B,1,1
2351,IPC,411,1,2
2351,IPC,392,1,3
2352,MV,177,1,1
2352,MV,196,1,2
2352,MV,184,1,3
2353,NDPS,20,1,1
2353,NDPS,21,1,2
2354,NDPS,21,1,1
2354,NDPS,22,1,2
2354,NDPS,20,1,3
2355,MV,196,1,1
2355,MV,184,1,2
2356,POCSO,4,1,1
2356,POCSO,8,1,2
2356,POCSO,6,1,3
2357,IPC,354,1,1
2357,IPC,420,1,2
2358,IPC,411,1,1
2358,IPC,34,1,2
2358,IPC,323,1,3
2359,POCSO,4,1,1
2359,POCSO,6,1,2
2360,NDPS,20,1,1
2361,NDPS,8,1,1
2361,NDPS,20,1,2
2362,DP,3,1,1
2363,NDPS,21,1,1
2363,NDPS,8,1,2
2364,NDPS,21,1,1
2365,NDPS,20,1,1
2366,POCSO,4,1,1
2366,POCSO,6,1,2
2367,DP,3,1,1
2367,DP,4,1,2
2368,IPC,411,1,1
2368,IPC,354,1,2
2368,IPC,323,1,3
2369,POCSO,6,1,1
2369,POCSO,4,1,2
2369,POCSO,8,1,3
2370,POCSO,4,1,1
2370,POCSO,8,1,2
2370,POCSO,6,1,3
2371,MV,196,1,1
2371,MV,184,1,2
2372,IT,67,1,1
2372,IT,66C,1,2
2373,POCSO,8,1,1
2374,DP,4,1,1
2374,DP,3,1,2
2375,DP,4,1,1
2375,DP,3,1,2
2376,DP,4,1,1
2376,DP,3,1,2
2377,POCSO,6,1,1
2377,POCSO,8,1,2
2378,NDPS,8,1,1
2378,NDPS,21,1,2
2379,POCSO,6,1,1
2379,POCSO,4,1,2
2380,NDPS,22,1,1
2380,NDPS,20,1,2
2380,NDPS,8,1,3
2381,NDPS,22,1,1
2381,NDPS,21,1,2
2381,NDPS,20,1,3
2382,DP,3,1,1
2382,DP,4,1,2
2383,IPC,392,1,1
2383,IPC,307,1,2
2383,IPC,376,1,3
2384,IPC,354,1,1
2384,IPC,420,1,2
2385,POCSO,4,1,1
2385,POCSO,6,1,2
2385,POCSO,8,1,3
2386,MV,196,1,1
2386,MV,184,1,2
2387,NDPS,22,1,1
2388,IPC,34,1,1
2388,IPC,376,1,2
2389,POCSO,6,1,1
2389,POCSO,8,1,2
2390,IT,66C,1,1
2391,POCSO,4,1,1
2392,POCSO,4,1,1
2393,POCSO,6,1,1
2393,POCSO,4,1,2
2393,POCSO,8,1,3
2394,IT,67,1,1
2394,IT,66D,1,2
2395,MV,184,1,1
2395,MV,177,1,2
2396,NDPS,20,1,1
2397,MV,184,1,1
2397,MV,196,1,2
2398,IT,67,1,1
2399,NDPS,20,1,1
2399,NDPS,22,1,2
2399,NDPS,8,1,3
2400,POCSO,8,1,1
2400,POCSO,4,1,2
2400,POCSO,6,1,3
2401,MV,184,1,1
2401,MV,196,1,2
2401,MV,177,1,3
2402,IPC,379,1,1
2402,IPC,323,1,2
2402,IPC,411,1,3
2403,NDPS,22,1,1
2403,NDPS,8,1,2
2404,IPC,323,1,1
2404,IPC,307,1,2
2405,DP,3,1,1
2406,MV,184,1,1
2406,MV,177,1,2
2406,MV,196,1,3
2407,POCSO,4,1,1
2408,IPC,379,1,1
2409,MV,184,1,1
2409,MV,177,1,2
2409,MV,196,1,3
2410,DP,3,1,1
2410,DP,4,1,2
2411,MV,184,1,1
2411,MV,196,1,2
2412,NDPS,22,1,1
2412,NDPS,8,1,2
2412,NDPS,21,1,3
2413,MV,184,1,1
2413,MV,196,1,2
2413,MV,177,1,3
2414,MV,177,1,1
2415,DP,4,1,1
