CSID,CaseMasterID,csdate,cstype,PolicePersonID
1330,2404,2025-04-12T14:40:24.520215,A,88
1331,2406,2025-10-15T14:40:24.520633,A,72
1332,2407,2026-05-25T14:40:24.520754,A,12
1333,2409,2025-09-16T14:40:24.520999,B,107
1334,2410,2025-09-10T14:40:24.521195,B,567
1335,2415,2025-07-25T14:40:24.521930,C,480
1336,2419,2024-08-18T14:40:24.522495,C,102
1337,2421,2025-03-15T14:40:24.522940,C,5
1338,2422,2026-07-24T14:40:24.523133,A,116
1339,2423,2026-09-20T14:40:24.523274,A,858
1340,2426,2026-07-05T14:40:24.524093,B,215
1341,2427,2024-12-04T14:40:24.524201,C,117
1342,2429,2026-06-02T14:40:24.524762,C,6
1343,2431,2025-11-09T14:40:24.525063,B,561
1344,2433,2025-05-24T14:40:24.525416,A,388
1345,2436,2026-08-19T14:40:24.525944,B,110
1346,2437,2025-08-01T14:40:24.526048,C,1029
1347,2440,2025-04-21T14:40:24.526498,B,983
1348,2442,2026-04-12T14:40:24.526781,A,94
1349,2446,2024-12-07T14:40:24.527467,B,6
1350,2447,2026-11-06T14:40:24.527735,C,585
1351,2449,2026-03-19T14:40:24.528139,B,102
1352,2451,2026-04-01T14:40:24.528415,A,104
1353,2452,2025-11-03T14:40:24.528493,C,111
1354,2453,2026-05-02T14:40:24.528738,B,106
1355,2454,2026-10-16T14:40:24.529058,C,110
1356,2455,2026-04-17T14:40:24.529315,C,67
1357,2456,2025-12-20T14:40:24.529513,C,835
1358,2458,2024-11-16T14:40:24.529845,B,270
1359,2463,2025-04-24T14:40:24.530977,B,108
1360,2465,2026-09-12T14:40:24.531393,A,94
1361,2467,2026-07-24T14:40:24.531995,A,107
1362,2468,2025-03-30T14:40:24.532198,B,140
1363,2469,2024-12-13T14:40:24.532380,B,111
1364,2470,2026-04-30T14:40:24.532637,C,250
1365,2472,2025-08-23T14:40:24.532953,A,463
1366,2473,2024-09-30T14:40:24.533196,C,19
1367,2474,2026-05-31T14:40:24.533341,A,866
1368,2475,2026-08-01T14:40:24.533533,A,127
1369,2477,2025-05-14T14:40:24.534193,C,76
1370,2478,2025-10-12T14:40:24.534395,C,226
1371,2484,2026-08-13T14:40:24.535699,C,109
1372,2485,2025-05-21T14:40:24.536025,C,107
1373,2486,2025-11-14T14:40:24.536179,B,1041
1374,2489,2025-02-18T14:40:24.536731,A,303
1375,2490,2025-01-07T14:40:24.536939,B,390
1376,2491,2026-09-07T14:40:24.537193,C,95
1377,2492,2025-11-20T14:40:24.537352,A,114
1378,2494,2026-01-12T14:40:24.537626,A,842
1379,2495,2026-05-07T14:40:24.537763,A,1044
1380,2497,2026-08-17T14:40:24.538066,B,688
1381,2499,2026-06-15T14:40:24.538329,C,678
1382,2501,2025-02-18T14:40:24.538695,C,302
1383,2503,2025-01-14T14:40:24.538987,A,921
1384,2504,2026-07-24T14:40:24.539103,C,757
1385,2506,2026-07-14T14:40:24.539365,A,203
1386,2507,2025-02-28T14:40:24.539472,A,114
1387,2511,2024-12-18T14:40:24.540362,A,237
1388,2512,2026-08-07T14:40:24.540497,C,375
1389,2513,2025-04-26T14:40:24.540747,A,341
1390,2514,2025-03-05T14:40:24.540984,C,93
1391,2515,2026-01-08T14:40:24.541120,A,967
1392,2516,2026-07-03T14:40:24.541512,B,108
1393,2518,2025-03-27T14:40:24.541803,A,111
1394,2520,2026-04-07T14:40:24.542178,A,667
1395,2524,2026-07-15T14:40:24.542965,C,484
1396,2525,2026-01-14T14:40:24.543099,B,585
1397,2526,2026-03-17T14:40:24.543243,A,655
1398,2529,2025-08-03T14:40:24.543823,A,333
1399,2531,2025-08-26T14:40:24.544204,B,790
1400,2533,2025-02-14T14:40:24.544585,C,115
1401,2534,2025-04-01T14:40:24.544804,A,1000
1402,2535,2025-11-03T14:40:24.545059,A,1014
1403,2537,2026-09-05T14:40:24.545329,A,72
1404,2538,2026-03-23T14:40:24.545616,A,956
1405,2540,2026-06-09T14:40:24.545935,C,895
1406,2541,2024-12-16T14:40:24.546145,C,135
1407,2544,2025-12-23T14:40:24.546586,A,648
1408,2547,2025-10-27T14:40:24.547094,C,106
1409,2553,2025-03-19T14:40:24.548347,C,104
1410,2555,2025-07-12T14:40:24.548651,A,284
1411,2556,2026-05-19T14:40:24.548906,B,104
1412,2557,2026-07-28T14:40:24.549138,A,106
1413,2558,2024-12-11T14:40:24.549297,C,11
1414,2560,2026-10-23T14:40:24.549657,C,585
1415,2561,2026-04-08T14:40:24.549843,A,63
1416,2562,2026-08-05T14:40:24.550028,B,351
1417,2563,2025-11-27T14:40:24.550218,A,51
1418,2565,2026-09-18T14:40:24.550753,A,120
1419,2566,2024-11-13T14:40:24.551009,C,826
1420,2567,2026-10-10T14:40:24.551160,A,212
1421,2568,2026-07-14T14:40:24.551376,C,95
1422,2569,2026-09-08T14:40:24.551736,C,97
1423,2571,2026-05-09T14:40:24.552133,C,69
1424,2576,2025-01-03T14:40:24.553535,C,1007
1425,2577,2025-08-10T14:40:24.553842,C,826
1426,2578,2026-07-09T14:40:24.554027,A,112
1427,2579,2026-05-09T14:40:24.554202,C,1031
1428,2581,2025-04-04T14:40:24.554510,A,574
1429,2582,2026-07-14T14:40:24.554708,C,100
1430,2583,2026-09-07T14:40:24.554904,A,685
1431,2585,2026-05-18T14:40:24.555435,A,1021
1432,2586,2026-01-28T14:40:24.555742,C,79
1433,2588,2026-03-27T14:40:24.556314,C,98
1434,2589,2026-04-15T14:40:24.556456,A,19
1435,2590,2024-12-10T14:40:24.556623,B,658
1436,2595,2026-09-22T14:40:24.557289,A,119
1437,2598,2025-05-07T14:40:24.557811,A,185
1438,2599,2024-11-29T14:40:24.558000,A,111
1439,2600,2025-05-20T14:40:24.558149,C,16
1440,2601,2025-04-23T14:40:24.558357,C,97
1441,2604,2025-10-29T14:40:24.558903,A,521
1442,2605,2025-03-02T14:40:24.559009,B,832
1443,2606,2026-10-09T14:40:24.559193,A,109
1444,2607,2024-10-25T14:40:24.559315,A,81
1445,2608,2025-04-08T14:40:24.559442,B,136
1446,2609,2025-11-15T14:40:24.559814,A,936
1447,2612,2025-07-02T14:40:24.560617,B,96
1448,2613,2026-10-22T14:40:24.560822,C,113
1449,2614,2025-10-02T14:40:24.561032,A,102
1450,2615,2025-07-10T14:40:24.561202,B,14
1451,2617,2026-08-01T14:40:24.561534,A,114
1452,2618,2026-01-27T14:40:24.561913,A,114
1453,2619,2025-05-12T14:40:24.562102,C,348
1454,2623,2024-11-07T14:40:24.562917,A,63
1455,2625,2026-03-13T14:40:24.563628,A,101
1456,2626,2025-04-07T14:40:24.564078,C,349
1457,2627,2026-05-20T14:40:24.564339,A,118
1458,2630,2026-01-28T14:40:24.565398,A,23
1459,2631,2025-03-27T14:40:24.565684,A,543
1460,2632,2026-11-13T14:40:24.565950,A,363
1461,2633,2025-06-05T14:40:24.566094,C,732
1462,2634,2026-07-13T14:40:24.566267,A,977
1463,2635,2026-03-13T14:40:24.566492,B,114
1464,2638,2026-08-11T14:40:24.567001,A,115
1465,2639,2026-04-01T14:40:24.567231,A,170
1466,2641,2026-10-24T14:40:24.567659,C,109
1467,2642,2025-02-22T14:40:24.568130,B,392
1468,2644,2025-07-15T14:40:24.568974,A,1042
1469,2647,2026-09-23T14:40:24.569598,C,715
1470,2654,2026-08-17T14:40:24.571039,C,406
1471,2655,2026-03-11T14:40:24.571295,C,411
1472,2657,2025-10-21T14:40:24.571780,A,197
1473,2658,2026-05-03T14:40:24.572118,A,96
1474,2660,2026-06-22T14:40:24.572458,A,99
1475,2664,2026-01-19T14:40:24.573136,C,804
1476,2665,2026-08-05T14:40:24.573262,A,592
1477,2667,2024-11-27T14:40:24.573600,C,93
1478,2668,2026-09-28T14:40:24.573852,A,821
1479,2670,2026-10-20T14:40:24.574181,C,486
1480,2674,2026-01-20T14:40:24.574826,B,118
1481,2676,2026-11-04T14:40:24.575165,C,31
1482,2677,2025-03-05T14:40:24.575274,A,185
1483,2678,2025-11-30T14:40:24.575515,B,93
1484,2679,2025-07-09T14:40:24.575707,A,1068
1485,2680,2026-05-13T14:40:24.575882,B,83
1486,2685,2025-02-24T14:40:24.576823,A,81
1487,2686,2026-03-23T14:40:24.576930,A,89
1488,2687,2026-08-03T14:40:24.577123,A,94
1489,2688,2026-04-20T14:40:24.577348,A,525
1490,2689,2026-05-24T14:40:24.577631,C,43
1491,2690,2024-10-22T14:40:24.577817,A,1065
1492,2691,2025-11-26T14:40:24.578139,C,97
1493,2692,2025-10-09T14:40:24.578320,A,710
1494,2693,2026-10-31T14:40:24.578520,B,107
1495,2694,2024-12-24T14:40:24.578782,C,96
1496,2696,2026-03-18T14:40:24.579089,A,964
1497,2697,2025-08-28T14:40:24.579328,B,874
1498,2698,2024-10-29T14:40:24.579588,C,344
1499,2700,2026-06-16T14:40:24.580241,A,111
1500,2701,2025-02-18T14:40:24.580471,B,116
1501,2703,2026-07-12T14:40:24.580875,A,1049
1502,2705,2026-04-13T14:40:24.581184,C,118
1503,2708,2026-09-23T14:40:24.581774,C,786
1504,2710,2026-07-20T14:40:24.582137,A,61
1505,2715,2026-01-20T14:40:24.582984,A,1
1506,2716,2026-05-04T14:40:24.583103,A,1008
1507,2718,2025-06-20T14:40:24.583366,A,886
1508,2720,2026-05-05T14:40:24.583888,A,111
1509,2723,2026-04-20T14:40:24.584416,C,98
1510,2725,2026-05-15T14:40:24.584779,A,951
1511,2726,2026-09-03T14:40:24.585021,C,668
1512,2727,2024-11-04T14:40:24.585142,A,10
1513,2728,2026-04-30T14:40:24.585365,A,370
1514,2729,2026-07-12T14:40:24.585531,A,98
1515,2733,2026-06-18T14:40:24.586360,B,67
1516,2735,2025-07-27T14:40:24.586722,A,16
1517,2737,2025-04-24T14:40:24.587127,A,120
1518,2738,2026-04-14T14:40:24.587360,A,114
1519,2739,2026-04-21T14:40:24.587632,C,106
1520,2740,2025-05-27T14:40:24.587923,C,20
1521,2742,2025-09-07T14:40:24.588355,A,834
1522,2746,2025-09-13T14:40:24.589198,B,98
1523,2747,2026-09-12T14:40:24.589398,A,3
1524,2748,2025-05-25T14:40:24.589652,C,199
1525,2749,2026-01-10T14:40:24.589797,A,117
1526,2750,2026-10-09T14:40:24.589902,C,19
1527,2752,2026-03-30T14:40:24.590433,A,999
1528,2754,2026-02-15T14:40:24.590827,A,58
1529,2756,2025-01-21T14:40:24.591212,C,566
1530,2759,2026-10-03T14:40:24.591777,B,111
1531,2760,2026-06-29T14:40:24.592027,C,114
1532,2765,2026-02-23T14:40:24.592974,C,609
1533,2766,2026-06-10T14:40:24.593234,B,116
1534,2767,2025-03-05T14:40:24.593458,A,688
1535,2768,2026-11-27T14:40:24.593643,B,102
1536,2770,2025-01-09T14:40:24.594051,A,1032
1537,2772,2024-11-23T14:40:24.594523,A,179
1538,2773,2026-07-08T14:40:24.594674,A,116
1539,2774,2026-06-06T14:40:24.594923,A,39
1540,2775,2026-04-06T14:40:24.595178,A,118
1541,2776,2026-09-08T14:40:24.595290,C,1058
1542,2780,2025-06-30T14:40:24.596062,A,393
1543,2782,2025-09-07T14:40:24.596655,B,798
1544,2783,2026-02-01T14:40:24.596785,A,497
1545,2784,2026-07-10T14:40:24.596905,A,114
1546,2787,2026-09-18T14:40:24.597398,A,114
1547,2788,2026-03-05T14:40:24.597685,B,263
1548,2791,2026-08-31T14:40:24.598192,A,972
1549,2792,2025-07-17T14:40:24.598347,B,231
1550,2797,2024-09-11T14:40:24.599205,C,373
1551,2801,2025-03-23T14:40:24.599887,A,99
1552,2803,2024-12-06T14:40:24.600311,A,116
1553,2804,2026-06-09T14:40:24.600606,C,64
1554,2806,2025-09-08T14:40:24.600942,A,1017
1555,2807,2025-07-07T14:40:24.601195,B,488
1556,2808,2025-10-25T14:40:24.601399,C,234
1557,2810,2026-01-14T14:40:24.601930,C,906
1558,2811,2026-09-19T14:40:24.602226,B,561
1559,2820,2025-05-26T14:40:24.604119,C,99
1560,2821,2025-02-26T14:40:24.604325,A,652
1561,2822,2025-09-12T14:40:24.604472,A,786
1562,2823,2025-07-06T14:40:24.604736,B,215
1563,2824,2026-09-10T14:40:24.604893,C,340
1564,2827,2026-10-21T14:40:24.605357,A,109
1565,2828,2026-09-14T14:40:24.605580,C,118
1566,2829,2026-10-01T14:40:24.605799,A,884
1567,2830,2026-08-10T14:40:24.605905,B,363
1568,2831,2025-08-07T14:40:24.606065,A,116
1569,2833,2026-08-11T14:40:24.606353,A,309
1570,2835,2026-10-10T14:40:24.606723,A,101
1571,2838,2026-06-20T14:40:24.607188,A,586
1572,2839,2026-05-07T14:40:24.607384,A,102
1573,2841,2025-04-09T14:40:24.607797,C,108
1574,2843,2026-07-27T14:40:24.608109,C,102
1575,2845,2025-11-01T14:40:24.608471,A,214
1576,2846,2025-06-02T14:40:24.608785,A,529
1577,2850,2025-05-11T14:40:24.609622,C,613
1578,2852,2026-04-18T14:40:24.610154,B,913
1579,2857,2026-09-06T14:40:24.611282,C,28
1580,2858,2025-10-11T14:40:24.611386,A,108
1581,2860,2025-02-27T14:40:24.611716,A,233
1582,2861,2026-10-12T14:40:24.611936,C,96
1583,2865,2026-02-12T14:40:24.612811,B,528
1584,2866,2026-08-16T14:40:24.613025,A,97
1585,2868,2026-07-03T14:40:24.613476,B,370
1586,2869,2025-01-11T14:40:24.613698,C,108
1587,2872,2025-07-20T14:40:24.614291,A,794
1588,2873,2025-08-22T14:40:24.614586,C,834
1589,2875,2024-10-24T14:40:24.614961,A,1057
1590,2876,2026-03-01T14:40:24.615179,A,388
1591,2878,2026-09-07T14:40:24.615633,C,447
1592,2882,2026-10-05T14:40:24.616422,C,120
1593,2883,2025-10-26T14:40:24.616712,A,148
1594,2884,2026-04-04T14:40:24.616881,C,696
1595,2885,2026-05-23T14:40:24.617037,A,1036
1596,2886,2025-05-04T14:40:24.617157,A,324
1597,2888,2026-08-18T14:40:24.617470,C,495
1598,2889,2026-08-30T14:40:24.617761,B,34
1599,2890,2026-02-19T14:40:24.617927,C,1035
1600,2891,2026-07-12T14:40:24.618112,A,93
1601,2895,2025-05-27T14:40:24.618996,C,739
1602,2896,2025-02-12T14:40:24.619267,A,942
1603,2897,2026-06-22T14:40:24.619427,A,1051
1604,2899,2026-04-18T14:40:24.619788,A,1046
1605,2900,2024-10-09T14:40:24.620048,A,364
1606,2902,2026-05-26T14:40:24.620380,C,152
1607,2903,2025-02-11T14:40:24.620727,A,648
1608,2907,2026-02-04T14:40:24.621607,A,980
1609,2908,2025-06-06T14:40:24.621744,A,1066
1610,2911,2026-02-21T14:40:24.622507,C,110
1611,2914,2025-05-22T14:40:24.623163,A,999
1612,2915,2026-09-19T14:40:24.623456,C,300
1613,2916,2026-08-04T14:40:24.623634,B,870
1614,2917,2024-11-16T14:40:24.623896,C,114
1615,2918,2025-08-29T14:40:24.624101,B,318
1616,2919,2026-01-16T14:40:24.624268,A,1049
1617,2920,2025-05-30T14:40:24.624601,A,441
1618,2921,2025-09-24T14:40:24.624840,C,320
1619,2923,2024-12-14T14:40:24.625267,C,497
1620,2928,2025-02-25T14:40:24.626156,C,934
1621,2929,2025-08-17T14:40:24.626299,C,704
1622,2930,2026-10-01T14:40:24.626454,C,99
1623,2931,2026-09-04T14:40:24.626598,A,116
1624,2933,2026-06-18T14:40:24.627200,B,115
1625,2934,2025-03-03T14:40:24.627363,A,358
1626,2938,2026-02-07T14:40:24.628267,B,894
1627,2939,2026-06-22T14:40:24.628576,B,904
1628,2942,2025-05-27T14:40:24.629247,C,97
1629,2944,2025-01-06T14:40:24.629523,A,267
1630,2946,2026-06-08T14:40:24.630022,A,27
1631,2947,2026-06-29T14:40:24.630468,C,346
1632,2948,2026-08-09T14:40:24.630732,A,101
1633,2950,2026-10-07T14:40:24.631146,A,350
1634,2954,2026-11-22T14:40:24.631654,A,75
1635,2959,2026-06-02T14:40:24.633378,C,302
1636,2960,2025-03-04T14:40:24.633514,B,1058
1637,2962,2025-04-17T14:40:24.634111,A,392
1638,2963,2026-06-27T14:40:24.634390,A,202
1639,2966,2025-09-30T14:40:24.635031,C,76
1640,2967,2026-10-26T14:40:24.635207,A,326
1641,2970,2025-08-05T14:40:24.636024,B,133
1642,2972,2026-09-25T14:40:24.636482,C,1067
1643,2975,2026-07-04T14:40:24.637036,A,704
1644,2976,2026-02-01T14:40:24.637270,A,62
1645,2979,2024-11-09T14:40:24.638068,A,596
1646,2982,2025-05-02T14:40:24.638637,B,280
1647,2984,2026-08-16T14:40:24.638973,C,640
1648,2985,2026-07-02T14:40:24.639214,A,980
1649,2986,2026-10-01T14:40:24.639422,B,385
1650,2995,2025-06-07T14:40:24.641223,A,211
1651,2997,2025-04-11T14:40:24.641631,B,282
1652,3001,2026-05-04T14:40:24.642438,C,1054
1653,3004,2025-01-03T14:40:24.643277,A,264
1654,3006,2025-09-07T14:40:24.643531,A,69
1655,3008,2026-03-10T14:40:24.644038,C,31
1656,3011,2025-09-18T14:40:24.644745,A,1005
1657,3012,2025-12-10T14:40:24.644915,C,74
1658,3015,2026-08-20T14:40:24.645534,A,94
1659,3018,2026-10-27T14:40:24.646144,B,95
1660,3019,2026-07-13T14:40:24.646398,A,804
1661,3023,2026-03-17T14:40:24.647150,A,93
1662,3025,2025-06-26T14:40:24.647479,C,449
1663,3026,2026-07-25T14:40:24.647779,C,72
1664,3027,2026-07-19T14:40:24.647957,A,120
1665,3029,2025-12-10T14:40:24.648388,A,383
1666,3030,2025-11-26T14:40:24.648659,A,307
1667,3031,2024-12-19T14:40:24.648770,A,277
1668,3033,2025-09-22T14:40:24.649126,A,100
1669,3034,2024-11-18T14:40:24.649344,A,1008
1670,3039,2026-06-05T14:40:24.650179,A,970
1671,3040,2026-07-03T14:40:24.650437,B,544
1672,3041,2024-11-25T14:40:24.650870,A,198
1673,3042,2026-09-30T14:40:24.650982,A,13
1674,3044,2025-05-07T14:40:24.651352,A,103
1675,3045,2026-09-13T14:40:24.651651,A,184
1676,3046,2025-03-15T14:40:24.651801,A,1003
1677,3049,2025-02-05T14:40:24.652692,A,604
1678,3051,2025-11-01T14:40:24.653105,A,748
1679,3052,2026-02-27T14:40:24.653251,A,112
1680,3053,2025-12-12T14:40:24.653452,A,454
1681,3056,2026-11-22T14:40:24.653955,C,68
1682,3060,2025-08-19T14:40:24.654529,B,450
1683,3061,2025-04-23T14:40:24.654771,A,256
1684,3065,2026-05-27T14:40:24.655474,C,111
1685,3066,2026-08-14T14:40:24.655728,C,974
1686,3068,2025-02-01T14:40:24.656126,B,120
1687,3069,2025-12-26T14:40:24.656352,A,110
1688,3071,2025-03-05T14:40:24.656938,C,366
1689,3072,2026-07-31T14:40:24.657079,B,770
1690,3075,2026-06-07T14:40:24.657689,A,504
1691,3078,2026-08-13T14:40:24.658399,A,23
1692,3079,2025-03-07T14:40:24.658650,A,109
1693,3081,2026-08-27T14:40:24.659141,C,354
1694,3082,2024-12-02T14:40:24.659398,A,55
1695,3084,2026-01-21T14:40:24.659938,C,330
1696,3086,2026-06-22T14:40:24.660273,B,97
1697,3087,2024-12-20T14:40:24.660458,C,98
1698,3090,2025-11-24T14:40:24.661177,B,449
1699,3091,2026-02-02T14:40:24.661377,A,103
1700,3093,2026-09-28T14:40:24.661853,C,103
1701,3097,2025-11-26T14:40:24.662700,B,445
1702,3099,2025-01-17T14:40:24.663168,B,117
1703,3100,2026-07-02T14:40:24.663411,A,120
1704,3101,2025-03-29T14:40:24.663711,A,105
1705,3103,2025-05-28T14:40:24.664255,A,1068
1706,3104,2025-09-18T14:40:24.664354,C,425
1707,3105,2026-07-14T14:40:24.664512,A,109
1708,3107,2024-11-11T14:40:24.664850,A,21
1709,3108,2026-10-03T14:40:24.665021,A,118
1710,3109,2024-12-29T14:40:24.665147,B,700
1711,3110,2026-08-25T14:40:24.665239,A,115
1712,3114,2026-03-14T14:40:24.665893,A,278
1713,3118,2026-02-08T14:40:24.666625,A,1038
1714,3120,2026-06-09T14:40:24.667003,A,120
1715,3121,2024-09-04T14:40:24.667157,A,994
1716,3123,2026-02-18T14:40:24.667684,B,301
1717,3128,2026-07-04T14:40:24.668761,A,1068
1718,3129,2025-07-13T14:40:24.669115,A,478
1719,3130,2025-08-01T14:40:24.669254,A,117
1720,3131,2025-04-29T14:40:24.669400,A,560
1721,3132,2025-02-13T14:40:24.669693,A,207
1722,3133,2025-07-12T14:40:24.669827,C,103
1723,3135,2026-06-22T14:40:24.670062,C,17
1724,3136,2026-11-06T14:40:24.670167,A,316
1725,3138,2025-01-02T14:40:24.670390,A,32
1726,3144,2025-05-04T14:40:24.671653,A,79
1727,3146,2025-08-02T14:40:24.671991,C,913
1728,3147,2025-01-29T14:40:24.672161,A,676
1729,3148,2026-02-10T14:40:24.672406,A,643
1730,3150,2025-09-27T14:40:24.672947,C,449
1731,3151,2025-02-15T14:40:24.673143,C,26
1732,3153,2024-12-25T14:40:24.673426,A,69
1733,3154,2025-06-27T14:40:24.673657,C,975
1734,3155,2025-02-25T14:40:24.673792,A,620
1735,3156,2026-08-06T14:40:24.673902,A,184
1736,3157,2025-05-06T14:40:24.674138,A,222
1737,3158,2025-10-17T14:40:24.674372,C,50
1738,3160,2026-03-27T14:40:24.674819,A,118
1739,3161,2025-02-26T14:40:24.675083,A,676
1740,3163,2025-04-04T14:40:24.675608,A,85
1741,3164,2026-03-09T14:40:24.675878,B,941
1742,3165,2026-06-29T14:40:24.676163,A,202
1743,3166,2025-07-23T14:40:24.676364,A,189
1744,3167,2025-08-20T14:40:24.676457,C,436
1745,3174,2025-02-01T14:40:24.677927,A,301
1746,3181,2024-09-20T14:40:24.679462,C,730
1747,3182,2025-10-20T14:40:24.679683,A,102
1748,3183,2026-04-07T14:40:24.679909,B,102
1749,3184,2026-02-20T14:40:24.680098,A,506
1750,3185,2025-03-26T14:40:24.680237,A,1
1751,3186,2025-02-15T14:40:24.680500,B,979
1752,3187,2026-05-02T14:40:24.680688,A,109
1753,3189,2026-03-30T14:40:24.681074,B,572
1754,3194,2025-10-01T14:40:24.682397,A,449
1755,3197,2026-06-20T14:40:24.683037,B,215
1756,3198,2025-01-27T14:40:24.683323,B,415
1757,3200,2025-11-09T14:40:24.683701,A,354
1758,3202,2025-09-09T14:40:24.684129,C,1057
1759,3203,2025-12-28T14:40:24.684365,A,296
1760,3204,2026-08-02T14:40:24.684601,C,116
1761,3205,2026-07-12T14:40:24.684808,A,831
1762,3206,2025-09-02T14:40:24.684926,A,110
1763,3207,2025-01-05T14:40:24.685060,C,346
1764,3208,2026-11-16T14:40:24.685350,A,732
1765,3212,2026-02-16T14:40:24.686198,A,29
1766,3213,2025-01-04T14:40:24.686424,A,634
1767,3215,2026-06-21T14:40:24.686907,B,108
1768,3216,2025-03-12T14:40:24.687064,A,297
1769,3217,2025-01-17T14:40:24.687291,A,439
1770,3218,2026-07-18T14:40:24.687608,A,720
1771,3219,2025-09-05T14:40:24.687807,C,114
1772,3220,2026-06-26T14:40:24.688060,C,107
1773,3222,2026-05-18T14:40:24.688473,A,120
1774,3223,2025-05-09T14:40:24.688747,B,107
1775,3224,2025-06-08T14:40:24.688892,B,793
1776,3226,2026-09-15T14:40:24.689292,C,460
1777,3228,2024-09-14T14:40:24.689721,A,405
1778,3229,2025-09-26T14:40:24.689855,B,77
1779,3231,2026-02-09T14:40:24.690328,B,117
1780,3233,2025-09-07T14:40:24.690760,A,95
1781,3234,2025-01-13T14:40:24.691056,A,94
1782,3235,2026-01-20T14:40:24.691424,A,313
1783,3238,2024-11-14T14:40:24.692357,C,688
1784,3240,2026-08-06T14:40:24.692776,B,108
1785,3241,2026-09-18T14:40:24.692943,B,394
1786,3242,2024-10-30T14:40:24.693122,A,222
1787,3244,2024-10-20T14:40:24.693417,C,508
1788,3246,2026-06-18T14:40:24.693908,A,1000
1789,3247,2025-04-04T14:40:24.694127,A,115
1790,3249,2026-11-16T14:40:24.694689,C,103
1791,3251,2025-05-23T14:40:24.695116,C,211
1792,3255,2025-08-29T14:40:24.696082,B,108
1793,3256,2025-06-10T14:40:24.696279,B,364
1794,3259,2026-03-26T14:40:24.696758,B,118
1795,3262,2025-10-24T14:40:24.697366,A,708
1796,3269,2026-08-25T14:40:24.698861,A,96
1797,3273,2026-10-16T14:40:24.699988,A,620
1798,3277,2024-09-20T14:40:24.700885,A,881
1799,3278,2026-07-27T14:40:24.701056,A,114
1800,3279,2026-05-15T14:40:24.701370,A,105
1801,3280,2025-10-10T14:40:24.701634,A,364
1802,3281,2026-05-21T14:40:24.701883,B,7
1803,3282,2025-01-13T14:40:24.701993,A,80
1804,3283,2025-09-05T14:40:24.702278,A,201
1805,3284,2026-06-23T14:40:24.702459,B,485
1806,3287,2026-01-12T14:40:24.703296,A,127
1807,3290,2026-09-03T14:40:24.704293,A,247
1808,3292,2024-11-10T14:40:24.704911,A,314
1809,3293,2025-02-10T14:40:24.705031,C,433
1810,3294,2026-04-07T14:40:24.705194,C,374
1811,3296,2026-06-12T14:40:24.705659,A,1048
1812,3298,2025-07-20T14:40:24.706416,C,96
1813,3301,2025-10-12T14:40:24.706994,A,721
1814,3302,2024-12-20T14:40:24.707124,A,102
1815,3304,2025-01-19T14:40:24.707587,C,1038
1816,3305,2025-08-03T14:40:24.707942,B,791
1817,3307,2025-08-04T14:40:24.708267,C,440
1818,3308,2026-08-15T14:40:24.708608,A,110
1819,3309,2025-04-15T14:40:24.708736,A,295
1820,3311,2026-09-27T14:40:24.709213,A,103
1821,3313,2024-11-24T14:40:24.709508,B,698
1822,3317,2024-12-07T14:40:24.710338,C,107
1823,3318,2025-07-23T14:40:24.710462,C,231
1824,3320,2026-11-06T14:40:24.710880,A,896
1825,3321,2025-03-12T14:40:24.711093,C,759
1826,3323,2026-07-22T14:40:24.711494,A,163
1827,3325,2024-10-21T14:40:24.712042,A,7
1828,3326,2026-06-05T14:40:24.712358,A,7
1829,3327,2025-06-16T14:40:24.712488,B,82
1830,3329,2025-04-09T14:40:24.712852,C,452
1831,3331,2025-11-12T14:40:24.713339,B,115
1832,3334,2024-10-12T14:40:24.714005,B,371
1833,3335,2026-06-30T14:40:24.714329,A,466
1834,3339,2025-09-25T14:40:24.715162,A,435
1835,3340,2026-11-12T14:40:24.715347,C,585
1836,3342,2026-02-23T14:40:24.715918,C,56
1837,3346,2025-03-30T14:40:24.716735,C,845
1838,3350,2026-11-29T14:40:24.717397,C,94
1839,3354,2024-11-06T14:40:24.718179,A,906
1840,3356,2024-11-08T14:40:24.718747,A,243
1841,3357,2024-11-28T14:40:24.718929,C,1020
1842,3360,2026-07-31T14:40:24.719381,A,1072
1843,3361,2026-09-08T14:40:24.719695,A,105
1844,3363,2025-01-04T14:40:24.720124,C,465
1845,3364,2025-06-23T14:40:24.720306,B,547
1846,3368,2025-03-31T14:40:24.721132,A,830
1847,3369,2026-04-05T14:40:24.721252,A,937
1848,3371,2026-04-26T14:40:24.721666,A,956
1849,3373,2025-02-04T14:40:24.722267,A,2
1850,3374,2026-06-05T14:40:24.722462,C,114
1851,3376,2026-05-25T14:40:24.722882,A,44
1852,3377,2026-01-17T14:40:24.723152,A,1040
1853,3378,2026-07-22T14:40:24.723395,C,108
1854,3379,2026-03-07T14:40:24.723620,A,111
1855,3380,2025-08-21T14:40:24.723760,A,14
1856,3382,2026-07-04T14:40:24.724423,A,730
1857,3384,2026-03-11T14:40:24.724874,A,102
1858,3387,2025-11-28T14:40:24.725295,C,18
1859,3388,2025-01-12T14:40:24.725489,A,881
1860,3389,2026-09-10T14:40:24.725784,A,105
1861,3390,2025-09-14T14:40:24.725990,C,329
1862,3391,2025-06-01T14:40:24.726183,A,571
1863,3395,2024-11-17T14:40:24.727043,A,107
1864,3396,2025-07-24T14:40:24.727292,C,778
