ID,ArrestSurrenderID,AccusedMasterID
3949,3949,7049
3950,3950,7050
3951,3951,7051
3952,3952,7052
3953,3953,7056
3954,3954,7057
3955,3955,7058
3956,3956,7059
3957,3957,7060
3958,3958,7063
3959,3959,7064
3960,3960,7066
3961,3961,7067
3962,3962,7068
3963,3963,7070
3964,3964,7071
3965,3965,7072
3966,3966,7073
3967,3967,7076
3968,3968,7077
3969,3969,7079
3970,3970,7081
3971,3971,7082
3972,3972,7083
3973,3973,7084
3974,3974,7085
3975,3975,7086
3976,3976,7087
3977,3977,7088
3978,3978,7090
3979,3979,7092
3980,3980,7093
3981,3981,7094
3982,3982,7096
3983,3983,7099
3984,3984,7101
3985,3985,7103
3986,3986,7105
3987,3987,7106
3988,3988,7107
3989,3989,7110
3990,3990,7112
3991,3991,7115
3992,3992,7117
3993,3993,7118
3994,3994,7119
3995,3995,7120
3996,3996,7121
3997,3997,7123
3998,3998,7125
3999,3999,7126
4000,4000,7127
4001,4001,7129
4002,4002,7130
4003,4003,7132
4004,4004,7133
4005,4005,7134
4006,4006,7135
4007,4007,7136
4008,4008,7137
4009,4009,7138
4010,4010,7139
4011,4011,7141
4012,4012,7143
4013,4013,7144
4014,4014,7146
4015,4015,7149
4016,4016,7152
4017,4017,7156
4018,4018,7157
4019,4019,7159
4020,4020,7164
4021,4021,7167
4022,4022,7170
4023,4023,7171
4024,4024,7173
4025,4025,7174
4026,4026,7180
4027,4027,7181
4028,4028,7183
4029,4029,7184
4030,4030,7185
4031,4031,7187
4032,4032,7190
4033,4033,7193
4034,4034,7195
4035,4035,7198
4036,4036,7200
4037,4037,7201
4038,4038,7202
4039,4039,7206
4040,4040,7208
4041,4041,7209
4042,4042,7210
4043,4043,7212
4044,4044,7218
4045,4045,7219
4046,4046,7221
4047,4047,7222
4048,4048,7224
4049,4049,7227
4050,4050,7229
4051,4051,7230
4052,4052,7231
4053,4053,7232
4054,4054,7233
4055,4055,7234
4056,4056,7238
4057,4057,7241
4058,4058,7243
4059,4059,7245
4060,4060,7247
4061,4061,7249
4062,4062,7250
4063,4063,7251
4064,4064,7252
4065,4065,7253
4066,4066,7254
4067,4067,7255
4068,4068,7256
4069,4069,7258
4070,4070,7259
4071,4071,7260
4072,4072,7261
4073,4073,7262
4074,4074,7264
4075,4075,7265
4076,4076,7267
4077,4077,7269
4078,4078,7270
4079,4079,7274
4080,4080,7277
4081,4081,7278
4082,4082,7280
4083,4083,7281
4084,4084,7283
4085,4085,7284
4086,4086,7285
4087,4087,7286
4088,4088,7287
4089,4089,7288
4090,4090,7290
4091,4091,7294
4092,4092,7295
4093,4093,7298
4094,4094,7299
4095,4095,7300
4096,4096,7301
4097,4097,7302
4098,4098,7303
4099,4099,7305
4100,4100,7308
4101,4101,7309
4102,4102,7310
4103,4103,7311
4104,4104,7314
4105,4105,7315
4106,4106,7317
4107,4107,7318
4108,4108,7319
4109,4109,7320
4110,4110,7322
4111,4111,7323
4112,4112,7328
4113,4113,7329
4114,4114,7330
4115,4115,7331
4116,4116,7332
4117,4117,7333
4118,4118,7336
4119,4119,7339
4120,4120,7340
4121,4121,7343
4122,4122,7344
4123,4123,7346
4124,4124,7347
4125,4125,7348
4126,4126,7350
4127,4127,7357
4128,4128,7358
4129,4129,7359
4130,4130,7360
4131,4131,7361
4132,4132,7362
4133,4133,7365
4134,4134,7366
4135,4135,7367
4136,4136,7368
4137,4137,7369
4138,4138,7370
4139,4139,7373
4140,4140,7374
4141,4141,7378
4142,4142,7379
4143,4143,7380
4144,4144,7381
4145,4145,7388
4146,4146,7390
4147,4147,7391
4148,4148,7392
4149,4149,7394
4150,4150,7396
4151,4151,7398
4152,4152,7399
4153,4153,7402
4154,4154,7405
4155,4155,7409
4156,4156,7410
4157,4157,7413
4158,4158,7415
4159,4159,7416
4160,4160,7419
4161,4161,7420
4162,4162,7423
4163,4163,7424
4164,4164,7425
4165,4165,7428
4166,4166,7434
4167,4167,7435
4168,4168,7436
4169,4169,7438
4170,4170,7441
4171,4171,7443
4172,4172,7444
4173,4173,7445
4174,4174,7446
4175,4175,7447
4176,4176,7451
4177,4177,7452
4178,4178,7454
4179,4179,7457
4180,4180,7460
4181,4181,7463
4182,4182,7464
4183,4183,7465
4184,4184,7467
4185,4185,7468
4186,4186,7469
4187,4187,7470
4188,4188,7471
4189,4189,7472
4190,4190,7473
4191,4191,7475
4192,4192,7481
4193,4193,7486
4194,4194,7487
4195,4195,7488
4196,4196,7489
4197,4197,7491
4198,4198,7492
4199,4199,7493
4200,4200,7494
4201,4201,7495
4202,4202,7500
4203,4203,7501
4204,4204,7503
4205,4205,7504
4206,4206,7505
4207,4207,7506
4208,4208,7508
4209,4209,7511
4210,4210,7513
4211,4211,7514
4212,4212,7517
4213,4213,7518
4214,4214,7520
4215,4215,7521
4216,4216,7523
4217,4217,7526
4218,4218,7528
4219,4219,7529
4220,4220,7531
4221,4221,7538
4222,4222,7542
4223,4223,7546
4224,4224,7550
4225,4225,7551
4226,4226,7552
4227,4227,7553
4228,4228,7554
4229,4229,7555
4230,4230,7556
4231,4231,7557
4232,4232,7558
4233,4233,7561
4234,4234,7562
4235,4235,7563
4236,4236,7565
4237,4237,7567
4238,4238,7568
4239,4239,7569
4240,4240,7571
4241,4241,7572
4242,4242,7573
4243,4243,7574
4244,4244,7575
4245,4245,7577
4246,4246,7578
4247,4247,7579
4248,4248,7580
4249,4249,7582
4250,4250,7586
4251,4251,7587
4252,4252,7588
4253,4253,7589
4254,4254,7590
4255,4255,7591
4256,4256,7595
4257,4257,7599
4258,4258,7602
4259,4259,7604
4260,4260,7605
4261,4261,7606
4262,4262,7607
4263,4263,7609
4264,4264,7611
4265,4265,7614
4266,4266,7615
4267,4267,7617
4268,4268,7618
4269,4269,7622
4270,4270,7623
4271,4271,7624
4272,4272,7626
4273,4273,7629
4274,4274,7630
4275,4275,7631
4276,4276,7632
4277,4277,7633
4278,4278,7635
4279,4279,7637
4280,4280,7638
4281,4281,7640
4282,4282,7641
4283,4283,7642
4284,4284,7643
4285,4285,7645
4286,4286,7647
4287,4287,7648
4288,4288,7649
4289,4289,7652
4290,4290,7655
4291,4291,7657
4292,4292,7660
4293,4293,7661
4294,4294,7662
4295,4295,7665
4296,4296,7668
4297,4297,7669
4298,4298,7671
4299,4299,7673
4300,4300,7675
4301,4301,7680
4302,4302,7682
4303,4303,7686
4304,4304,7688
4305,4305,7689
4306,4306,7690
4307,4307,7693
4308,4308,7694
4309,4309,7704
4310,4310,7706
4311,4311,7708
4312,4312,7709
4313,4313,7711
4314,4314,7714
4315,4315,7715
4316,4316,7716
4317,4317,7718
4318,4318,7719
4319,4319,7721
4320,4320,7722
4321,4321,7723
4322,4322,7727
4323,4323,7731
4324,4324,7733
4325,4325,7734
4326,4326,7736
4327,4327,7740
4328,4328,7741
4329,4329,7742
4330,4330,7744
4331,4331,7745
4332,4332,7746
4333,4333,7748
4334,4334,7750
4335,4335,7751
4336,4336,7753
4337,4337,7754
4338,4338,7755
4339,4339,7756
4340,4340,7758
4341,4341,7759
4342,4342,7760
4343,4343,7762
4344,4344,7765
4345,4345,7766
4346,4346,7767
4347,4347,7768
4348,4348,7769
4349,4349,7770
4350,4350,7772
4351,4351,7773
4352,4352,7774
4353,4353,7777
4354,4354,7779
4355,4355,7780
4356,4356,7781
4357,4357,7782
4358,4358,7783
4359,4359,7786
4360,4360,7787
4361,4361,7788
4362,4362,7789
4363,4363,7791
4364,4364,7792
4365,4365,7794
4366,4366,7795
4367,4367,7797
4368,4368,7798
4369,4369,7799
4370,4370,7800
4371,4371,7801
4372,4372,7812
4373,4373,7813
4374,4374,7816
4375,4375,7818
4376,4376,7819
4377,4377,7823
4378,4378,7824
4379,4379,7829
4380,4380,7831
4381,4381,7832
4382,4382,7833
4383,4383,7835
4384,4384,7838
4385,4385,7839
4386,4386,7841
4387,4387,7842
4388,4388,7844
4389,4389,7846
4390,4390,7848
4391,4391,7849
4392,4392,7850
4393,4393,7851
4394,4394,7852
4395,4395,7854
4396,4396,7857
4397,4397,7861
4398,4398,7864
4399,4399,7865
4400,4400,7866
4401,4401,7867
4402,4402,7870
4403,4403,7874
4404,4404,7878
4405,4405,7879
4406,4406,7880
4407,4407,7882
4408,4408,7883
4409,4409,7884
4410,4410,7885
4411,4411,7886
4412,4412,7887
4413,4413,7888
4414,4414,7890
4415,4415,7892
4416,4416,7894
4417,4417,7896
4418,4418,7897
4419,4419,7898
4420,4420,7899
4421,4421,7900
4422,4422,7901
4423,4423,7902
4424,4424,7904
4425,4425,7906
4426,4426,7907
4427,4427,7909
4428,4428,7910
4429,4429,7911
4430,4430,7913
4431,4431,7914
4432,4432,7916
4433,4433,7917
4434,4434,7919
4435,4435,7920
4436,4436,7921
4437,4437,7925
4438,4438,7926
4439,4439,7928
4440,4440,7929
4441,4441,7930
4442,4442,7932
4443,4443,7933
4444,4444,7934
4445,4445,7941
4446,4446,7946
4447,4447,7948
4448,4448,7949
4449,4449,7950
4450,4450,7951
4451,4451,7953
4452,4452,7954
4453,4453,7955
4454,4454,7956
4455,4455,7957
4456,4456,7958
4457,4457,7961
4458,4458,7963
4459,4459,7964
4460,4460,7965
4461,4461,7966
4462,4462,7971
4463,4463,7973
4464,4464,7974
4465,4465,7975
4466,4466,7976
4467,4467,7978
4468,4468,7980
4469,4469,7982
4470,4470,7985
4471,4471,7988
4472,4472,7989
4473,4473,7990
4474,4474,7991
4475,4475,7993
4476,4476,7995
4477,4477,7996
4478,4478,7997
4479,4479,7998
4480,4480,7999
4481,4481,8001
4482,4482,8008
4483,4483,8010
4484,4484,8012
4485,4485,8017
4486,4486,8019
4487,4487,8020
4488,4488,8024
4489,4489,8025
4490,4490,8027
4491,4491,8029
4492,4492,8030
4493,4493,8033
4494,4494,8034
4495,4495,8035
4496,4496,8037
4497,4497,8038
4498,4498,8039
4499,4499,8040
4500,4500,8041
4501,4501,8043
4502,4502,8046
4503,4503,8047
4504,4504,8048
4505,4505,8053
4506,4506,8054
4507,4507,8059
4508,4508,8060
4509,4509,8062
4510,4510,8064
4511,4511,8065
4512,4512,8066
4513,4513,8070
4514,4514,8076
4515,4515,8079
4516,4516,8081
4517,4517,8086
4518,4518,8088
4519,4519,8090
4520,4520,8091
4521,4521,8092
4522,4522,8093
4523,4523,8094
4524,4524,8096
4525,4525,8097
4526,4526,8099
4527,4527,8100
4528,4528,8101
4529,4529,8102
4530,4530,8105
4531,4531,8107
4532,4532,8109
4533,4533,8114
4534,4534,8115
4535,4535,8117
4536,4536,8124
4537,4537,8126
4538,4538,8127
4539,4539,8128
4540,4540,8129
4541,4541,8131
4542,4542,8136
4543,4543,8137
4544,4544,8138
4545,4545,8140
4546,4546,8141
4547,4547,8143
4548,4548,8145
4549,4549,8146
4550,4550,8147
4551,4551,8148
4552,4552,8150
4553,4553,8151
4554,4554,8152
4555,4555,8153
4556,4556,8154
4557,4557,8158
4558,4558,8162
4559,4559,8163
4560,4560,8165
4561,4561,8166
4562,4562,8168
4563,4563,8169
4564,4564,8170
4565,4565,8173
4566,4566,8174
4567,4567,8176
4568,4568,8177
4569,4569,8178
4570,4570,8179
4571,4571,8181
4572,4572,8183
4573,4573,8185
4574,4574,8186
4575,4575,8187
4576,4576,8190
4577,4577,8192
4578,4578,8193
4579,4579,8194
4580,4580,8195
4581,4581,8197
4582,4582,8198
4583,4583,8200
4584,4584,8201
4585,4585,8202
4586,4586,8204
4587,4587,8205
4588,4588,8207
4589,4589,8208
4590,4590,8209
4591,4591,8210
4592,4592,8211
4593,4593,8212
4594,4594,8213
4595,4595,8215
4596,4596,8216
4597,4597,8218
4598,4598,8221
4599,4599,8222
4600,4600,8224
4601,4601,8225
4602,4602,8226
4603,4603,8227
4604,4604,8228
4605,4605,8231
4606,4606,8234
4607,4607,8238
4608,4608,8239
4609,4609,8240
4610,4610,8243
4611,4611,8245
4612,4612,8246
4613,4613,8248
4614,4614,8250
4615,4615,8252
4616,4616,8254
4617,4617,8255
4618,4618,8256
4619,4619,8258
4620,4620,8259
4621,4621,8262
4622,4622,8263
4623,4623,8265
4624,4624,8268
4625,4625,8269
4626,4626,8272
4627,4627,8273
4628,4628,8279
4629,4629,8280
4630,4630,8284
4631,4631,8286
4632,4632,8287
4633,4633,8290
4634,4634,8291
4635,4635,8292
4636,4636,8293
4637,4637,8294
4638,4638,8297
4639,4639,8300
4640,4640,8301
4641,4641,8302
4642,4642,8303
4643,4643,8304
4644,4644,8305
4645,4645,8307
4646,4646,8311
4647,4647,8313
4648,4648,8314
4649,4649,8315
4650,4650,8317
4651,4651,8319
4652,4652,8323
4653,4653,8326
4654,4654,8327
4655,4655,8328
4656,4656,8329
4657,4657,8330
4658,4658,8332
4659,4659,8335
4660,4660,8336
4661,4661,8338
4662,4662,8339
4663,4663,8341
4664,4664,8342
4665,4665,8343
4666,4666,8346
4667,4667,8347
4668,4668,8348
4669,4669,8350
4670,4670,8351
4671,4671,8353
4672,4672,8355
4673,4673,8359
4674,4674,8361
4675,4675,8362
4676,4676,8363
4677,4677,8366
4678,4678,8369
4679,4679,8371
4680,4680,8372
4681,4681,8373
4682,4682,8375
4683,4683,8380
4684,4684,8381
4685,4685,8382
4686,4686,8386
4687,4687,8390
4688,4688,8396
4689,4689,8397
4690,4690,8399
4691,4691,8400
4692,4692,8401
4693,4693,8404
4694,4694,8405
4695,4695,8408
4696,4696,8412
4697,4697,8414
4698,4698,8415
4699,4699,8418
4700,4700,8419
4701,4701,8420
4702,4702,8421
4703,4703,8423
4704,4704,8424
4705,4705,8428
4706,4706,8429
4707,4707,8430
4708,4708,8431
4709,4709,8436
4710,4710,8437
4711,4711,8441
4712,4712,8444
4713,4713,8446
4714,4714,8447
4715,4715,8448
4716,4716,8449
4717,4717,8451
4718,4718,8453
4719,4719,8454
4720,4720,8457
4721,4721,8458
4722,4722,8460
4723,4723,8463
4724,4724,8464
4725,4725,8465
4726,4726,8468
4727,4727,8469
4728,4728,8470
4729,4729,8474
4730,4730,8477
4731,4731,8478
4732,4732,8480
4733,4733,8482
4734,4734,8483
4735,4735,8486
4736,4736,8488
4737,4737,8489
4738,4738,8490
4739,4739,8495
4740,4740,8496
4741,4741,8500
4742,4742,8501
4743,4743,8502
4744,4744,8503
4745,4745,8504
4746,4746,8506
4747,4747,8508
4748,4748,8511
4749,4749,8513
4750,4750,8514
4751,4751,8515
4752,4752,8516
4753,4753,8517
4754,4754,8518
4755,4755,8519
4756,4756,8520
4757,4757,8522
4758,4758,8523
4759,4759,8527
4760,4760,8529
4761,4761,8531
4762,4762,8532
4763,4763,8533
4764,4764,8534
4765,4765,8535
4766,4766,8536
4767,4767,8539
4768,4768,8540
4769,4769,8542
4770,4770,8543
4771,4771,8544
4772,4772,8545
4773,4773,8550
4774,4774,8555
4775,4775,8556
4776,4776,8557
4777,4777,8563
4778,4778,8564
4779,4779,8565
4780,4780,8566
4781,4781,8570
4782,4782,8571
4783,4783,8572
4784,4784,8575
4785,4785,8576
4786,4786,8577
4787,4787,8581
4788,4788,8582
4789,4789,8583
4790,4790,8584
4791,4791,8587
4792,4792,8589
4793,4793,8590
4794,4794,8595
4795,4795,8596
4796,4796,8597
4797,4797,8600
4798,4798,8603
4799,4799,8604
4800,4800,8608
4801,4801,8610
4802,4802,8611
4803,4803,8612
4804,4804,8617
4805,4805,8618
4806,4806,8621
4807,4807,8622
4808,4808,8623
4809,4809,8628
4810,4810,8629
4811,4811,8632
4812,4812,8634
4813,4813,8635
4814,4814,8636
4815,4815,8637
4816,4816,8638
4817,4817,8642
4818,4818,8643
4819,4819,8646
4820,4820,8647
4821,4821,8650
4822,4822,8652
4823,4823,8654
4824,4824,8655
4825,4825,8656
4826,4826,8658
4827,4827,8661
4828,4828,8662
4829,4829,8663
4830,4830,8664
4831,4831,8666
4832,4832,8667
4833,4833,8669
4834,4834,8670
4835,4835,8671
4836,4836,8672
4837,4837,8673
4838,4838,8674
4839,4839,8677
4840,4840,8683
4841,4841,8688
4842,4842,8691
4843,4843,8692
4844,4844,8700
4845,4845,8702
4846,4846,8704
4847,4847,8706
4848,4848,8707
4849,4849,8709
4850,4850,8711
4851,4851,8712
4852,4852,8714
4853,4853,8717
4854,4854,8719
4855,4855,8720
4856,4856,8721
4857,4857,8725
4858,4858,8730
4859,4859,8731
4860,4860,8732
4861,4861,8733
4862,4862,8736
4863,4863,8737
4864,4864,8738
4865,4865,8739
4866,4866,8740
4867,4867,8741
4868,4868,8742
4869,4869,8745
4870,4870,8746
4871,4871,8748
4872,4872,8752
4873,4873,8754
4874,4874,8756
4875,4875,8762
4876,4876,8763
4877,4877,8766
4878,4878,8768
4879,4879,8769
4880,4880,8773
4881,4881,8775
4882,4882,8777
4883,4883,8779
4884,4884,8780
4885,4885,8782
4886,4886,8783
4887,4887,8784
4888,4888,8785
4889,4889,8791
4890,4890,8793
4891,4891,8795
4892,4892,8798
4893,4893,8799
4894,4894,8800
4895,4895,8802
4896,4896,8804
4897,4897,8805
4898,4898,8806
4899,4899,8807
4900,4900,8808
4901,4901,8810
4902,4902,8811
4903,4903,8813
4904,4904,8815
4905,4905,8817
4906,4906,8819
4907,4907,8820
4908,4908,8823
4909,4909,8824
4910,4910,8825
4911,4911,8828
4912,4912,8829
4913,4913,8831
4914,4914,8833
4915,4915,8838
4916,4916,8839
4917,4917,8841
4918,4918,8843
4919,4919,8844
4920,4920,8847
4921,4921,8849
4922,4922,8853
4923,4923,8854
4924,4924,8855
4925,4925,8856
4926,4926,8858
4927,4927,8860
4928,4928,8861
4929,4929,8862
4930,4930,8865
4931,4931,8866
4932,4932,8867
4933,4933,8869
4934,4934,8871
4935,4935,8877
4936,4936,8879
4937,4937,8881
4938,4938,8882
4939,4939,8883
4940,4940,8886
4941,4941,8891
4942,4942,8893
4943,4943,8896
4944,4944,8897
4945,4945,8899
4946,4946,8900
4947,4947,8901
4948,4948,8904
4949,4949,8905
4950,4950,8906
4951,4951,8909
4952,4952,8912
4953,4953,8913
4954,4954,8914
4955,4955,8916
4956,4956,8917
4957,4957,8920
4958,4958,8921
4959,4959,8923
4960,4960,8925
4961,4961,8926
4962,4962,8927
4963,4963,8928
4964,4964,8929
4965,4965,8931
4966,4966,8939
4967,4967,8941
4968,4968,8943
4969,4969,8944
4970,4970,8948
4971,4971,8949
4972,4972,8954
4973,4973,8956
4974,4974,8957
4975,4975,8960
4976,4976,8963
4977,4977,8964
4978,4978,8967
4979,4979,8970
4980,4980,8971
4981,4981,8973
4982,4982,8975
4983,4983,8976
4984,4984,8979
4985,4985,8980
4986,4986,8983
4987,4987,8984
4988,4988,8985
4989,4989,8986
4990,4990,8987
4991,4991,8988
4992,4992,8990
4993,4993,8993
4994,4994,8998
4995,4995,9002
4996,4996,9003
4997,4997,9004
4998,4998,9007
4999,4999,9008
5000,5000,9010
5001,5001,9011
5002,5002,9013
5003,5003,9014
5004,5004,9018
5005,5005,9019
5006,5006,9024
5007,5007,9026
5008,5008,9027
5009,5009,9029
5010,5010,9030
5011,5011,9031
5012,5012,9032
5013,5013,9033
5014,5014,9036
5015,5015,9039
5016,5016,9041
5017,5017,9044
5018,5018,9047
5019,5019,9049
5020,5020,9050
5021,5021,9051
5022,5022,9055
5023,5023,9056
5024,5024,9059
5025,5025,9060
5026,5026,9061
5027,5027,9062
5028,5028,9063
5029,5029,9065
5030,5030,9066
5031,5031,9067
5032,5032,9068
5033,5033,9069
5034,5034,9070
5035,5035,9071
5036,5036,9073
5037,5037,9074
5038,5038,9075
5039,5039,9077
5040,5040,9078
5041,5041,9080
5042,5042,9081
5043,5043,9082
5044,5044,9083
5045,5045,9084
5046,5046,9085
5047,5047,9086
5048,5048,9088
5049,5049,9089
5050,5050,9090
5051,5051,9092
5052,5052,9095
5053,5053,9098
5054,5054,9101
5055,5055,9102
5056,5056,9104
5057,5057,9105
5058,5058,9107
5059,5059,9108
5060,5060,9109
5061,5061,9114
5062,5062,9115
5063,5063,9116
5064,5064,9117
5065,5065,9124
5066,5066,9125
5067,5067,9126
5068,5068,9128
5069,5069,9129
5070,5070,9131
5071,5071,9132
5072,5072,9133
5073,5073,9137
5074,5074,9138
5075,5075,9140
5076,5076,9142
5077,5077,9143
5078,5078,9144
5079,5079,9145
5080,5080,9151
5081,5081,9153
5082,5082,9154
5083,5083,9155
5084,5084,9156
5085,5085,9158
5086,5086,9159
5087,5087,9162
5088,5088,9164
5089,5089,9165
5090,5090,9166
5091,5091,9167
5092,5092,9168
5093,5093,9169
5094,5094,9170
5095,5095,9173
5096,5096,9174
5097,5097,9175
5098,5098,9176
5099,5099,9177
5100,5100,9179
5101,5101,9180
5102,5102,9181
5103,5103,9183
5104,5104,9184
5105,5105,9185
5106,5106,9186
5107,5107,9187
5108,5108,9189
5109,5109,9192
5110,5110,9193
5111,5111,9194
5112,5112,9200
5113,5113,9201
5114,5114,9202
5115,5115,9204
5116,5116,9206
5117,5117,9210
5118,5118,9217
5119,5119,9218
5120,5120,9219
5121,5121,9221
5122,5122,9222
5123,5123,9223
5124,5124,9224
5125,5125,9225
5126,5126,9227
5127,5127,9228
5128,5128,9230
5129,5129,9231
5130,5130,9232
5131,5131,9234
5132,5132,9237
5133,5133,9238
5134,5134,9241
5135,5135,9242
5136,5136,9243
5137,5137,9244
5138,5138,9245
5139,5139,9247
5140,5140,9248
5141,5141,9251
5142,5142,9252
5143,5143,9253
5144,5144,9254
5145,5145,9255
5146,5146,9256
5147,5147,9257
5148,5148,9258
5149,5149,9259
5150,5150,9262
5151,5151,9264
5152,5152,9265
5153,5153,9267
5154,5154,9268
5155,5155,9270
5156,5156,9275
5157,5157,9276
5158,5158,9277
5159,5159,9278
5160,5160,9280
5161,5161,9281
5162,5162,9282
5163,5163,9284
5164,5164,9286
5165,5165,9287
5166,5166,9289
5167,5167,9290
5168,5168,9293
5169,5169,9294
5170,5170,9295
5171,5171,9296
5172,5172,9297
5173,5173,9299
5174,5174,9303
5175,5175,9304
5176,5176,9305
5177,5177,9307
5178,5178,9308
5179,5179,9309
5180,5180,9311
5181,5181,9314
5182,5182,9315
5183,5183,9316
5184,5184,9320
5185,5185,9321
5186,5186,9324
5187,5187,9325
5188,5188,9327
5189,5189,9328
5190,5190,9330
5191,5191,9332
5192,5192,9333
5193,5193,9334
5194,5194,9340
5195,5195,9343
5196,5196,9344
5197,5197,9345
5198,5198,9346
5199,5199,9347
5200,5200,9350
5201,5201,9351
5202,5202,9352
5203,5203,9354
5204,5204,9355
5205,5205,9356
5206,5206,9359
5207,5207,9362
5208,5208,9363
5209,5209,9365
5210,5210,9366
5211,5211,9368
5212,5212,9369
5213,5213,9372
5214,5214,9373
5215,5215,9374
5216,5216,9379
5217,5217,9380
5218,5218,9381
5219,5219,9382
5220,5220,9383
5221,5221,9387
5222,5222,9391
5223,5223,9392
5224,5224,9393
5225,5225,9394
5226,5226,9399
5227,5227,9400
5228,5228,9402
5229,5229,9403
5230,5230,9404
5231,5231,9406
5232,5232,9407
5233,5233,9408
5234,5234,9409
5235,5235,9410
5236,5236,9412
5237,5237,9414
5238,5238,9415
5239,5239,9417
5240,5240,9419
5241,5241,9423
5242,5242,9426
5243,5243,9428
5244,5244,9429
5245,5245,9430
5246,5246,9435
5247,5247,9436
5248,5248,9438
5249,5249,9440
5250,5250,9441
5251,5251,9442
5252,5252,9443
5253,5253,9445
5254,5254,9446
5255,5255,9447
5256,5256,9448
5257,5257,9449
5258,5258,9451
5259,5259,9452
5260,5260,9453
5261,5261,9456
5262,5262,9458
5263,5263,9461
5264,5264,9462
5265,5265,9464
5266,5266,9466
5267,5267,9469
5268,5268,9470
5269,5269,9471
5270,5270,9472
5271,5271,9473
5272,5272,9474
5273,5273,9475
5274,5274,9476
5275,5275,9477
5276,5276,9478
5277,5277,9482
5278,5278,9484
5279,5279,9485
5280,5280,9486
5281,5281,9491
5282,5282,9493
5283,5283,9498
5284,5284,9499
5285,5285,9501
5286,5286,9502
5287,5287,9503
5288,5288,9505
5289,5289,9509
5290,5290,9510
5291,5291,9511
5292,5292,9512
5293,5293,9513
5294,5294,9515
5295,5295,9516
5296,5296,9517
5297,5297,9518
5298,5298,9519
5299,5299,9520
5300,5300,9521
5301,5301,9522
5302,5302,9523
5303,5303,9524
5304,5304,9532
5305,5305,9533
5306,5306,9535
5307,5307,9536
5308,5308,9537
5309,5309,9538
5310,5310,9541
5311,5311,9543
5312,5312,9544
5313,5313,9545
5314,5314,9546
5315,5315,9548
5316,5316,9549
5317,5317,9550
5318,5318,9553
5319,5319,9555
5320,5320,9556
5321,5321,9557
5322,5322,9558
5323,5323,9559
5324,5324,9560
5325,5325,9562
5326,5326,9563
5327,5327,9564
5328,5328,9566
5329,5329,9567
5330,5330,9570
5331,5331,9572
5332,5332,9573
5333,5333,9574
5334,5334,9575
5335,5335,9578
5336,5336,9580
5337,5337,9584
5338,5338,9586
5339,5339,9590
5340,5340,9592
5341,5341,9595
5342,5342,9598
5343,5343,9599
5344,5344,9601
5345,5345,9602
5346,5346,9605
5347,5347,9607
5348,5348,9609
5349,5349,9612
5350,5350,9613
5351,5351,9614
5352,5352,9615
5353,5353,9616
5354,5354,9617
5355,5355,9618
5356,5356,9619
5357,5357,9621
5358,5358,9623
5359,5359,9626
5360,5360,9628
5361,5361,9629
5362,5362,9630
5363,5363,9631
5364,5364,9638
5365,5365,9640
5366,5366,9641
5367,5367,9642
5368,5368,9643
5369,5369,9644
5370,5370,9645
5371,5371,9647
5372,5372,9648
5373,5373,9649
5374,5374,9650
5375,5375,9651
5376,5376,9653
5377,5377,9660
5378,5378,9661
5379,5379,9663
5380,5380,9665
5381,5381,9667
5382,5382,9672
5383,5383,9673
5384,5384,9674
5385,5385,9675
5386,5386,9676
5387,5387,9679
5388,5388,9682
5389,5389,9683
5390,5390,9685
5391,5391,9687
5392,5392,9694
5393,5393,9696
5394,5394,9698
5395,5395,9699
5396,5396,9701
5397,5397,9702
5398,5398,9703
5399,5399,9705
5400,5400,9707
5401,5401,9708
5402,5402,9709
5403,5403,9713
5404,5404,9716
5405,5405,9719
5406,5406,9720
5407,5407,9721
5408,5408,9724
5409,5409,9725
5410,5410,9726
5411,5411,9727
5412,5412,9730
5413,5413,9733
5414,5414,9734
5415,5415,9736
5416,5416,9737
5417,5417,9739
5418,5418,9740
5419,5419,9741
5420,5420,9743
5421,5421,9745
5422,5422,9752
5423,5423,9753
5424,5424,9755
5425,5425,9756
5426,5426,9758
5427,5427,9759
5428,5428,9760
5429,5429,9761
5430,5430,9762
5431,5431,9765
5432,5432,9769
5433,5433,9772
5434,5434,9775
5435,5435,9776
5436,5436,9777
5437,5437,9780
5438,5438,9784
5439,5439,9789
5440,5440,9790
5441,5441,9795
5442,5442,9798
5443,5443,9800
5444,5444,9805
5445,5445,9806
5446,5446,9807
5447,5447,9811
5448,5448,9813
5449,5449,9815
5450,5450,9816
5451,5451,9821
5452,5452,9822
5453,5453,9823
5454,5454,9824
5455,5455,9825
5456,5456,9827
5457,5457,9834
5458,5458,9836
5459,5459,9837
5460,5460,9838
5461,5461,9839
5462,5462,9840
5463,5463,9842
5464,5464,9843
5465,5465,9845
5466,5466,9847
5467,5467,9849
5468,5468,9850
5469,5469,9852
5470,5470,9854
5471,5471,9855
5472,5472,9856
5473,5473,9857
5474,5474,9858
5475,5475,9859
5476,5476,9861
5477,5477,9862
5478,5478,9863
5479,5479,9864
5480,5480,9866
5481,5481,9873
5482,5482,9874
5483,5483,9875
5484,5484,9877
5485,5485,9880
5486,5486,9881
5487,5487,9882
5488,5488,9884
5489,5489,9885
5490,5490,9887
5491,5491,9888
5492,5492,9890
5493,5493,9891
5494,5494,9893
5495,5495,9894
5496,5496,9895
5497,5497,9896
5498,5498,9897
5499,5499,9900
5500,5500,9901
5501,5501,9902
