CaseMasterID,OccuranceFrom,OccuranceTo,PlaceOfOccurance
2537,2026-05-21T05:40:24.545329,2026-05-22T14:40:24.545329,"Sastry Street, Mysuru"
2538,2025-10-23T11:40:24.545616,2025-10-24T14:40:24.545616,"Seth, Kodagu"
2539,2026-04-11T12:40:24.545747,2026-04-11T14:40:24.545747,"Chandra Chowk, Chikkamagaluru"
2540,2026-03-22T18:40:24.545935,2026-03-24T14:40:24.545935,"Lanka Nagar, Chikkaballapura"
2541,2024-08-10T23:40:24.546145,2024-08-11T14:40:24.546145,"Kurian Path, Ballari"
2542,2024-07-30T01:40:24.546357,2024-07-31T14:40:24.546357,"Gala Path, Dakshina Kannada"
2543,2026-06-27T10:40:24.546462,2026-06-29T14:40:24.546462,"Lal Marg, Vijayapura"
2544,2025-08-09T22:40:24.546586,2025-08-11T14:40:24.546586,"Halder Path, Chitradurga"
2545,2025-07-02T04:40:24.546738,2025-07-04T14:40:24.546738,"Dua Marg, Belagavi"
2546,2025-01-11T12:40:24.546989,2025-01-13T14:40:24.546989,"Thakur Marg, Haveri"
2547,2025-06-19T09:40:24.547094,2025-06-21T14:40:24.547094,"Sinha Street, Belagavi"
2548,2026-05-11T22:40:24.547386,2026-05-13T14:40:24.547386,"Dutt Chowk, Bidar"
2549,2025-09-10T07:40:24.547508,2025-09-12T14:40:24.547508,"Sekhon Chowk, Shivamogga"
2550,2024-11-22T10:40:24.547701,2024-11-24T14:40:24.547701,"Sekhon Circle, Belagavi"
2551,2024-11-26T00:40:24.548055,2024-11-26T14:40:24.548055,"Thaker Chowk, Belagavi"
2552,2025-05-24T03:40:24.548234,2025-05-24T14:40:24.548234,"Kohli Path, Ballari"
2553,2024-10-04T07:40:24.548347,2024-10-06T14:40:24.548347,"Nagar Zila, Belagavi"
2554,2025-02-26T13:40:24.548506,2025-02-26T14:40:24.548506,"Bhardwaj Circle, Haveri"
2555,2025-02-08T04:40:24.548651,2025-02-08T14:40:24.548651,"Pandya Zila, Dakshina Kannada"
2556,2026-02-07T07:40:24.548906,2026-02-08T14:40:24.548906,"Pandit Marg, Belagavi"
2557,2026-01-26T17:40:24.549138,2026-01-29T14:40:24.549138,"Chaudhary Marg, Belagavi"
2558,2024-09-29T08:40:24.549297,2024-09-29T14:40:24.549297,"Naidu Zila, Bengaluru Urban"
2559,2025-10-06T03:40:24.549412,2025-10-08T14:40:24.549412,"Barad Zila, Mysuru"
2560,2026-05-10T20:40:24.549657,2026-05-13T14:40:24.549657,"Sinha Ganj, Kolar"
2561,2025-10-16T00:40:24.549843,2025-10-18T14:40:24.549843,"Anne, Mysuru"
2562,2026-05-05T16:40:24.550028,2026-05-06T14:40:24.550028,"Goel Nagar, Hassan"
2563,2025-10-16T09:40:24.550218,2025-10-16T14:40:24.550218,"Dalal Circle, Bengaluru Rural"
2564,2026-04-30T18:40:24.550463,2026-05-02T14:40:24.550463,"Pillai Chowk, Belagavi"
2565,2026-05-22T00:40:24.550753,2026-05-23T14:40:24.550753,"Sangha Road, Belagavi"
2566,2024-10-11T06:40:24.551009,2024-10-11T14:40:24.551009,"Tata Nagar, Bagalkote"
2567,2026-06-26T20:40:24.551160,2026-06-29T14:40:24.551160,"Patil Ganj, Tumakuru"
2568,2026-01-21T10:40:24.551376,2026-01-23T14:40:24.551376,"Chacko Nagar, Belagavi"
2569,2026-04-13T01:40:24.551736,2026-04-14T14:40:24.551736,"Rama Zila, Belagavi"
2570,2026-02-07T05:40:24.551991,2026-02-07T14:40:24.551991,"Cheema Ganj, Chikkaballapura"
2571,2025-11-14T01:40:24.552133,2025-11-15T14:40:24.552133,"Batra Road, Mysuru"
2572,2025-12-16T18:40:24.552380,2025-12-19T14:40:24.552380,"Sankaran Chowk, Dakshina Kannada"
2573,2025-06-25T06:40:24.552534,2025-06-26T14:40:24.552534,"Puri Circle, Bengaluru Urban"
2574,2026-05-31T18:40:24.552928,2026-06-03T14:40:24.552928,"Bassi Road, Belagavi"
2575,2025-12-24T12:40:24.553167,2025-12-24T14:40:24.553167,"Krish Circle, Belagavi"
2576,2024-09-27T10:40:24.553535,2024-09-29T14:40:24.553535,"Mody Path, Ramanagara"
2577,2025-04-05T18:40:24.553842,2025-04-07T14:40:24.553842,"Bera Path, Bagalkote"
2578,2026-05-16T06:40:24.554027,2026-05-17T14:40:24.554027,"Chakraborty Marg, Belagavi"
2579,2026-03-13T14:40:24.554202,2026-03-15T14:40:24.554202,"Chana Ganj, Yadgir"
2580,2025-08-26T10:40:24.554328,2025-08-26T14:40:24.554328,"Lad Marg, Belagavi"
2581,2024-11-02T19:40:24.554510,2024-11-03T14:40:24.554510,"Dixit Chowk, Kolar"
2582,2026-02-02T18:40:24.554708,2026-02-03T14:40:24.554708,"Gera Road, Belagavi"
2583,2026-05-12T02:40:24.554904,2026-05-12T14:40:24.554904,"Maharaj Street, Davanagere"
2584,2025-02-24T00:40:24.555195,2025-02-26T14:40:24.555195,"Pall, Chitradurga"
2585,2026-04-01T12:40:24.555435,2026-04-01T14:40:24.555435,"Kaur Ganj, Ramanagara"
2586,2025-12-13T22:40:24.555742,2025-12-14T14:40:24.555742,"Arora Zila, Mysuru"
2587,2026-03-31T20:40:24.556102,2026-04-03T14:40:24.556102,"Kapoor Road, Belagavi"
2588,2026-01-26T13:40:24.556314,2026-01-28T14:40:24.556314,"Bava Path, Belagavi"
2589,2025-11-02T18:40:24.556456,2025-11-04T14:40:24.556456,"Parmer, Bengaluru Urban"
2590,2024-07-21T01:40:24.556623,2024-07-23T14:40:24.556623,"Wali Zila, Davanagere"
2591,2025-04-02T03:40:24.556797,2025-04-04T14:40:24.556797,"Gera, Kolar"
2592,2024-08-05T05:40:24.556897,2024-08-06T14:40:24.556897,"Banik Road, Belagavi"
2593,2024-12-02T19:40:24.557088,2024-12-03T14:40:24.557088,"Natarajan, Belagavi"
2594,2025-12-01T12:40:24.557197,2025-12-02T14:40:24.557197,"Narayan Street, Gadag"
2595,2026-05-03T13:40:24.557289,2026-05-04T14:40:24.557289,"Venkataraman Ganj, Belagavi"
2596,2025-07-08T19:40:24.557401,2025-07-11T14:40:24.557401,"Mallick Ganj, Ballari"
2597,2025-03-17T22:40:24.557598,2025-03-18T14:40:24.557598,"Kumar Chowk, Koppal"
2598,2025-01-20T23:40:24.557811,2025-01-23T14:40:24.557811,"Pingle Zila, Vijayapura"
2599,2024-09-23T21:40:24.558000,2024-09-25T14:40:24.558000,"Kapur, Belagavi"
2600,2025-01-08T20:40:24.558149,2025-01-09T14:40:24.558149,"Datta Zila, Bengaluru Urban"
2601,2025-01-08T05:40:24.558357,2025-01-10T14:40:24.558357,"Ravel Road, Belagavi"
2602,2026-05-12T04:40:24.558586,2026-05-12T14:40:24.558586,"Cheema, Yadgir"
2603,2024-12-10T01:40:24.558808,2024-12-11T14:40:24.558808,"Kadakia Nagar, Vijayapura"
2604,2025-08-29T13:40:24.558903,2025-08-31T14:40:24.558903,"Mitra Chowk, Bidar"
2605,2024-09-30T19:40:24.559009,2024-10-01T14:40:24.559009,"Dasgupta Circle, Bagalkote"
2606,2026-05-23T12:40:24.559193,2026-05-25T14:40:24.559193,"Balasubramanian Road, Belagavi"
2607,2024-07-21T21:40:24.559315,2024-07-23T14:40:24.559315,"Chaudhuri Circle, Mysuru"
2608,2025-01-28T08:40:24.559442,2025-01-29T14:40:24.559442,"Gandhi, Ballari"
2609,2025-06-21T10:40:24.559814,2025-06-22T14:40:24.559814,"Babu Chowk, Chamarajanagara"
2610,2024-11-16T11:40:24.560116,2024-11-16T14:40:24.560116,"Kaul Ganj, Davanagere"
2611,2025-03-10T06:40:24.560319,2025-03-11T14:40:24.560319,"Comar Ganj, Kodagu"
2612,2025-05-31T06:40:24.560617,2025-06-01T14:40:24.560617,"Prabhakar Road, Belagavi"
2613,2026-05-23T02:40:24.560822,2026-05-23T14:40:24.560822,"Madan Marg, Belagavi"
2614,2025-07-10T15:40:24.561032,2025-07-12T14:40:24.561032,"Sastry Marg, Belagavi"
2615,2025-04-20T12:40:24.561202,2025-04-22T14:40:24.561202,"Murthy Ganj, Bengaluru Urban"
2616,2026-02-24T22:40:24.561300,2026-02-25T14:40:24.561300,"Sachdeva Zila, Belagavi"
2617,2026-05-22T20:40:24.561534,2026-05-25T14:40:24.561534,"Chad Path, Belagavi"
2618,2025-12-08T21:40:24.561913,2025-12-10T14:40:24.561913,"Kapur Zila, Belagavi"
2619,2024-12-03T22:40:24.562102,2024-12-06T14:40:24.562102,"Bora Nagar, Hassan"
2620,2025-11-24T09:40:24.562235,2025-11-26T14:40:24.562235,"Baria Nagar, Ramanagara"
2621,2025-09-20T01:40:24.562420,2025-09-21T14:40:24.562420,"Sastry Circle, Belagavi"
2622,2026-01-06T18:40:24.562665,2026-01-07T14:40:24.562665,"Sami Chowk, Chikkamagaluru"
2623,2024-08-14T23:40:24.562917,2024-08-17T14:40:24.562917,"Bhasin Path, Mysuru"
2624,2024-09-05T07:40:24.563239,2024-09-05T14:40:24.563239,"Bobal Road, Chamarajanagara"
2625,2025-09-30T20:40:24.563628,2025-10-02T14:40:24.563628,"Shanker, Belagavi"
2626,2024-10-16T22:40:24.564078,2024-10-18T14:40:24.564078,"Morar Road, Hassan"
2627,2026-03-24T09:40:24.564339,2026-03-26T14:40:24.564339,"Mistry Road, Belagavi"
2628,2025-03-30T04:40:24.564746,2025-03-31T14:40:24.564746,"Sridhar Ganj, Chitradurga"
2629,2026-06-23T19:40:24.565091,2026-06-24T14:40:24.565091,"Sha Circle, Davanagere"
2630,2025-11-30T01:40:24.565398,2025-11-30T14:40:24.565398,"Bumb, Bengaluru Urban"
2631,2024-12-20T07:40:24.565684,2024-12-20T14:40:24.565684,"Salvi Path, Bidar"
2632,2026-07-05T09:40:24.565950,2026-07-05T14:40:24.565950,"Sood Chowk, Hassan"
2633,2025-01-12T10:40:24.566094,2025-01-12T14:40:24.566094,"Badami Path, Gadag"
2634,2026-04-29T03:40:24.566267,2026-04-29T14:40:24.566267,"Kalita Marg, Kodagu"
2635,2025-09-16T09:40:24.566492,2025-09-16T14:40:24.566492,"Nath Nagar, Belagavi"
2636,2024-09-12T01:40:24.566727,2024-09-14T14:40:24.566727,"Narain, Udupi"
2637,2026-05-28T07:40:24.566837,2026-05-28T14:40:24.566837,"Keer Nagar, Mysuru"
2638,2026-03-02T06:40:24.567001,2026-03-03T14:40:24.567001,"Gera Circle, Belagavi"
2639,2026-02-08T07:40:24.567231,2026-02-09T14:40:24.567231,"Cherian Chowk, Vijayapura"
2640,2026-07-07T08:40:24.567355,2026-07-09T14:40:24.567355,"Goda, Ballari"
2641,2026-05-10T07:40:24.567659,2026-05-11T14:40:24.567659,"Srinivasan Nagar, Belagavi"
2642,2024-10-16T02:40:24.568130,2024-10-17T14:40:24.568130,"Srinivasan Ganj, Mandya"
2643,2026-04-01T07:40:24.568477,2026-04-03T14:40:24.568477,"Raghavan Zila, Belagavi"
2644,2025-03-08T03:40:24.568974,2025-03-08T14:40:24.568974,"Butala Zila, Yadgir"
2645,2025-07-02T20:40:24.569179,2025-07-03T14:40:24.569179,"Mannan, Vijayapura"
2646,2024-10-15T16:40:24.569344,2024-10-18T14:40:24.569344,"Nair Road, Haveri"
2647,2026-06-21T00:40:24.569598,2026-06-22T14:40:24.569598,"Samra Street, Haveri"
2648,2026-07-05T06:40:24.569796,2026-07-05T14:40:24.569796,"Khosla Chowk, Belagavi"
2649,2026-01-28T22:40:24.570046,2026-01-29T14:40:24.570046,"Menon Nagar, Bagalkote"
2650,2024-11-02T18:40:24.570155,2024-11-04T14:40:24.570155,"Goswami Path, Hassan"
2651,2025-01-07T07:40:24.570398,2025-01-07T14:40:24.570398,"Biswas Zila, Belagavi"
2652,2025-01-13T02:40:24.570505,2025-01-14T14:40:24.570505,"Sami Street, Raichur"
2653,2026-02-05T21:40:24.570751,2026-02-08T14:40:24.570751,"Brar Nagar, Tumakuru"
2654,2026-05-26T01:40:24.571039,2026-05-28T14:40:24.571039,"Bhatti Nagar, Chikkamagaluru"
2655,2025-09-27T00:40:24.571295,2025-09-27T14:40:24.571295,"Srivastava, Chikkamagaluru"
2656,2026-03-16T19:40:24.571599,2026-03-19T14:40:24.571599,"Natt Marg, Bengaluru Rural"
2657,2025-08-25T19:40:24.571780,2025-08-28T14:40:24.571780,"Barman Path, Tumakuru"
2658,2026-01-23T22:40:24.572118,2026-01-26T14:40:24.572118,"Chowdhury Zila, Belagavi"
2659,2025-06-17T19:40:24.572338,2025-06-18T14:40:24.572338,"Natarajan Circle, Shivamogga"
2660,2026-01-12T09:40:24.572458,2026-01-13T14:40:24.572458,"Rattan Road, Belagavi"
2661,2024-11-11T12:40:24.572649,2024-11-12T14:40:24.572649,"Cherian Road, Tumakuru"
2662,2024-09-17T17:40:24.572793,2024-09-20T14:40:24.572793,"Chatterjee Circle, Mandya"
2663,2026-01-24T07:40:24.572916,2026-01-25T14:40:24.572916,"Garde Nagar, Belagavi"
2664,2025-08-11T12:40:24.573136,2025-08-13T14:40:24.573136,"Bhat Circle, Koppal"
2665,2026-03-15T13:40:24.573262,2026-03-17T14:40:24.573262,"Roy Street, Kolar"
2666,2026-03-28T00:40:24.573425,2026-03-28T14:40:24.573425,"Saxena Nagar, Belagavi"
2667,2024-10-13T09:40:24.573600,2024-10-15T14:40:24.573600,"Parsa Marg, Belagavi"
2668,2026-04-03T15:40:24.573852,2026-04-04T14:40:24.573852,"Talwar Nagar, Koppal"
2669,2026-03-15T03:40:24.573980,2026-03-17T14:40:24.573980,"Mander Circle, Belagavi"
2670,2026-07-09T13:40:24.574181,2026-07-11T14:40:24.574181,"Dutta, Raichur"
2671,2025-03-13T12:40:24.574385,2025-03-14T14:40:24.574385,"Kapadia Circle, Belagavi"
2672,2025-09-11T14:40:24.574531,2025-09-13T14:40:24.574531,"Raman Chowk, Belagavi"
2673,2025-08-16T02:40:24.574702,2025-08-18T14:40:24.574702,"Bhat Street, Belagavi"
2674,2025-11-11T06:40:24.574826,2025-11-12T14:40:24.574826,"Raval Zila, Belagavi"
2675,2026-02-21T22:40:24.574980,2026-02-23T14:40:24.574980,"Pandey, Haveri"
2676,2026-05-07T18:40:24.575165,2026-05-08T14:40:24.575165,"Ranganathan Circle, Bengaluru Rural"
2677,2024-10-17T10:40:24.575274,2024-10-19T14:40:24.575274,"Varghese Marg, Vijayapura"
2678,2025-08-05T06:40:24.575515,2025-08-07T14:40:24.575515,"Sheth Circle, Belagavi"
2679,2025-03-26T16:40:24.575707,2025-03-29T14:40:24.575707,"Ramachandran Marg, Vijayanagara"
2680,2026-01-04T04:40:24.575882,2026-01-06T14:40:24.575882,"Sachdeva Path, Mysuru"
2681,2026-03-17T06:40:24.576080,2026-03-19T14:40:24.576080,"Pradhan Chowk, Chikkamagaluru"
2682,2025-08-03T18:40:24.576214,2025-08-05T14:40:24.576214,"Aurora Chowk, Davanagere"
2683,2026-05-30T13:40:24.576415,2026-05-30T14:40:24.576415,"Narang Zila, Belagavi"
2684,2026-04-23T01:40:24.576674,2026-04-23T14:40:24.576674,"Dutta Marg, Belagavi"
2685,2024-09-09T09:40:24.576823,2024-09-10T14:40:24.576823,"Arya Street, Mysuru"
2686,2026-01-26T03:40:24.576930,2026-01-28T14:40:24.576930,"Narayan Ganj, Mysuru"
2687,2026-04-17T14:40:24.577123,2026-04-18T14:40:24.577123,"Dara, Belagavi"
2688,2026-01-16T04:40:24.577348,2026-01-17T14:40:24.577348,"Bir Path, Bidar"
2689,2026-03-23T07:40:24.577631,2026-03-25T14:40:24.577631,"Bava Ganj, Bengaluru Rural"
2690,2024-07-17T09:40:24.577817,2024-07-19T14:40:24.577817,"Sood Ganj, Vijayanagara"
2691,2025-09-10T00:40:24.578139,2025-09-10T14:40:24.578139,"Palla Marg, Belagavi"
2692,2025-05-31T17:40:24.578320,2025-06-02T14:40:24.578320,"Raj Road, Haveri"
2693,2026-06-01T03:40:24.578520,2026-06-01T14:40:24.578520,"Kapadia Ganj, Belagavi"
2694,2024-09-18T13:40:24.578782,2024-09-18T14:40:24.578782,"Kuruvilla Nagar, Belagavi"
2695,2026-06-15T01:40:24.578918,2026-06-15T14:40:24.578918,"Baria Chowk, Kolar"
2696,2025-12-20T06:40:24.579089,2025-12-20T14:40:24.579089,"Jha Path, Kodagu"
2697,2025-06-08T00:40:24.579328,2025-06-10T14:40:24.579328,"Gara, Chikkaballapura"
2698,2024-07-15T20:40:24.579588,2024-07-16T14:40:24.579588,"Guha Marg, Dharwad"
2699,2025-08-29T22:40:24.579964,2025-08-31T14:40:24.579964,"Garg Path, Bagalkote"
2700,2026-02-02T19:40:24.580241,2026-02-04T14:40:24.580241,"Savant, Belagavi"
2701,2024-11-21T17:40:24.580471,2024-11-23T14:40:24.580471,"Nadkarni Marg, Belagavi"
2702,2026-06-23T23:40:24.580644,2026-06-25T14:40:24.580644,"Kalita Zila, Ballari"
2703,2026-03-03T11:40:24.580875,2026-03-04T14:40:24.580875,"Saxena Ganj, Vijayanagara"
2704,2024-07-11T06:40:24.581019,2024-07-13T14:40:24.581019,"Buch Road, Mysuru"
2705,2026-02-11T05:40:24.581184,2026-02-13T14:40:24.581184,"Dar Street, Belagavi"
2706,2026-07-09T14:40:24.581448,2026-07-11T14:40:24.581448,"Saran Marg, Mysuru"
2707,2024-12-24T16:40:24.581622,2024-12-25T14:40:24.581622,"Contractor Nagar, Belagavi"
2708,2026-07-05T08:40:24.581774,2026-07-07T14:40:24.581774,"Nadig Circle, Koppal"
2709,2025-04-17T06:40:24.582017,2025-04-19T14:40:24.582017,"Edwin Chowk, Haveri"
2710,2026-02-03T07:40:24.582137,2026-02-05T14:40:24.582137,"Chawla Road, Mysuru"
2711,2025-06-05T15:40:24.582274,2025-06-07T14:40:24.582274,"Kamdar Circle, Bagalkote"
2712,2025-08-01T09:40:24.582488,2025-08-03T14:40:24.582488,"Patel Ganj, Bidar"
2713,2024-08-01T23:40:24.582688,2024-08-03T14:40:24.582688,"Dyal Road, Davanagere"
2714,2025-05-28T04:40:24.582876,2025-05-29T14:40:24.582876,"Mangal Marg, Chamarajanagara"
2715,2025-10-13T09:40:24.582984,2025-10-14T14:40:24.582984,"Cherian, Bengaluru Urban"
2716,2026-03-28T02:40:24.583103,2026-03-30T14:40:24.583103,"Char Nagar, Ramanagara"
2717,2024-10-12T22:40:24.583214,2024-10-14T14:40:24.583214,"Agrawal Street, Bengaluru Rural"
2718,2025-01-26T01:40:24.583366,2025-01-27T14:40:24.583366,"Dugar Ganj, Chikkaballapura"
2719,2026-01-30T07:40:24.583630,2026-01-31T14:40:24.583630,"Chander Chowk, Koppal"
2720,2026-03-19T07:40:24.583888,2026-03-21T14:40:24.583888,"Kurian Marg, Belagavi"
2721,2024-07-11T12:40:24.584042,2024-07-11T14:40:24.584042,"Hans Path, Belagavi"
2722,2025-08-30T11:40:24.584216,2025-08-31T14:40:24.584216,"Buch Road, Haveri"
2723,2026-01-12T02:40:24.584416,2026-01-14T14:40:24.584416,"Grover, Belagavi"
2724,2025-12-18T23:40:24.584642,2025-12-20T14:40:24.584642,"Bahri Ganj, Davanagere"
2725,2026-01-29T18:40:24.584779,2026-01-30T14:40:24.584779,"More Street, Chamarajanagara"
2726,2026-03-14T03:40:24.585021,2026-03-14T14:40:24.585021,"Chauhan Road, Davanagere"
2727,2024-09-15T06:40:24.585142,2024-09-16T14:40:24.585142,"Trivedi Street, Bengaluru Urban"
2728,2025-11-20T20:40:24.585365,2025-11-22T14:40:24.585365,"Bora, Mandya"
2729,2026-03-13T00:40:24.585531,2026-03-13T14:40:24.585531,"Din Zila, Belagavi"
2730,2024-12-30T15:40:24.585787,2024-12-31T14:40:24.585787,"Master, Shivamogga"
2731,2024-12-26T16:40:24.585904,2024-12-29T14:40:24.585904,"Virk Street, Kalaburagi"
2732,2025-02-09T12:40:24.586151,2025-02-10T14:40:24.586151,"Sura Nagar, Belagavi"
2733,2026-01-10T17:40:24.586360,2026-01-11T14:40:24.586360,"Natt Marg, Mysuru"
2734,2026-04-14T23:40:24.586496,2026-04-15T14:40:24.586496,"Talwar Chowk, Belagavi"
2735,2025-03-29T05:40:24.586722,2025-03-30T14:40:24.586722,"Malhotra Path, Bengaluru Urban"
2736,2026-01-01T07:40:24.586942,2026-01-03T14:40:24.586942,"Murthy, Chitradurga"
2737,2024-11-25T14:40:24.587127,2024-11-26T14:40:24.587127,"Kari Chowk, Belagavi"
2738,2026-03-05T08:40:24.587360,2026-03-06T14:40:24.587360,"Bahri Nagar, Belagavi"
2739,2026-01-19T18:40:24.587632,2026-01-22T14:40:24.587632,"Sama Nagar, Belagavi"
2740,2024-12-13T18:40:24.587923,2024-12-15T14:40:24.587923,"Rana Street, Bengaluru Urban"
2741,2025-09-05T21:40:24.588185,2025-09-08T14:40:24.588185,"Krishnamurthy Road, Chamarajanagara"
2742,2025-06-07T11:40:24.588355,2025-06-07T14:40:24.588355,"Seshadri Path, Bagalkote"
2743,2025-03-05T18:40:24.588632,2025-03-07T14:40:24.588632,"Bahl Street, Chikkamagaluru"
2744,2026-07-02T18:40:24.588851,2026-07-03T14:40:24.588851,"Bhagat Path, Belagavi"
2745,2026-05-22T21:40:24.589044,2026-05-23T14:40:24.589044,"Rana Marg, Belagavi"
2746,2025-06-24T22:40:24.589198,2025-06-25T14:40:24.589198,"Nair Circle, Belagavi"
2747,2026-03-20T23:40:24.589398,2026-03-22T14:40:24.589398,"Kannan Path, Bengaluru Urban"
2748,2025-04-10T09:40:24.589652,2025-04-12T14:40:24.589652,"Choudhury Chowk, Tumakuru"
2749,2025-07-22T13:40:24.589797,2025-07-24T14:40:24.589797,"Narula Nagar, Belagavi"
2750,2026-06-05T13:40:24.589902,2026-06-06T14:40:24.589902,"Sankar Chowk, Bengaluru Urban"
2751,2024-09-20T11:40:24.590119,2024-09-21T14:40:24.590119,"Badami Ganj, Udupi"
2752,2026-01-12T10:40:24.590433,2026-01-14T14:40:24.590433,"Yogi Marg, Ramanagara"
2753,2025-08-10T19:40:24.590682,2025-08-13T14:40:24.590682,"Sura Road, Koppal"
2754,2025-08-25T20:40:24.590827,2025-08-28T14:40:24.590827,"Bhatti Zila, Mysuru"
2755,2025-06-23T02:40:24.591063,2025-06-25T14:40:24.591063,"Mallick, Bengaluru Urban"
2756,2024-11-11T20:40:24.591212,2024-11-13T14:40:24.591212,"Bhatnagar Zila, Kolar"
2757,2025-01-25T10:40:24.591336,2025-01-27T14:40:24.591336,"Bava Chowk, Mysuru"
2758,2026-02-02T20:40:24.591475,2026-02-03T14:40:24.591475,"Kapoor Zila, Mysuru"
2759,2026-04-11T07:40:24.591777,2026-04-12T14:40:24.591777,"Char Marg, Belagavi"
2760,2026-01-15T00:40:24.592027,2026-01-16T14:40:24.592027,"Padmanabhan Circle, Belagavi"
2761,2026-05-23T21:40:24.592214,2026-05-25T14:40:24.592214,"Pau Zila, Belagavi"
2762,2025-04-30T08:40:24.592346,2025-05-01T14:40:24.592346,"Lalla Marg, Bidar"
2763,2026-05-18T11:40:24.592527,2026-05-19T14:40:24.592527,"Kala Ganj, Bengaluru Rural"
2764,2026-03-24T04:40:24.592805,2026-03-24T14:40:24.592805,"Keer Street, Bengaluru Rural"
2765,2025-09-23T23:40:24.592974,2025-09-26T14:40:24.592974,"Malhotra Marg, Chitradurga"
2766,2026-03-09T10:40:24.593234,2026-03-09T14:40:24.593234,"Shere Zila, Belagavi"
2767,2024-12-17T10:40:24.593458,2024-12-18T14:40:24.593458,"Sarkar Path, Davanagere"
2768,2026-07-09T01:40:24.593643,2026-07-10T14:40:24.593643,"Arora Nagar, Belagavi"
2769,2024-08-26T12:40:24.593816,2024-08-27T14:40:24.593816,"Grover Marg, Shivamogga"
2770,2024-10-28T22:40:24.594051,2024-10-29T14:40:24.594051,"Yohannan Path, Yadgir"
2771,2025-09-06T13:40:24.594297,2025-09-08T14:40:24.594297,"Bakshi Chowk, Mysuru"
2772,2024-08-10T09:40:24.594523,2024-08-10T14:40:24.594523,"Yogi, Vijayapura"
2773,2026-01-14T10:40:24.594674,2026-01-15T14:40:24.594674,"Gour Circle, Belagavi"
2774,2026-04-09T13:40:24.594923,2026-04-09T14:40:24.594923,"Gara Street, Bengaluru Rural"
2775,2026-01-21T05:40:24.595178,2026-01-22T14:40:24.595178,"Puri Circle, Belagavi"
2776,2026-03-20T12:40:24.595290,2026-03-21T14:40:24.595290,"Rajagopalan Nagar, Vijayanagara"
2777,2025-03-03T21:40:24.595441,2025-03-05T14:40:24.595441,"Prakash Circle, Chikkamagaluru"
2778,2025-01-10T12:40:24.595596,2025-01-10T14:40:24.595596,"Nath, Bengaluru Rural"
2779,2024-10-04T20:40:24.595809,2024-10-06T14:40:24.595809,"Agarwal Circle, Hassan"
2780,2025-03-04T17:40:24.596062,2025-03-06T14:40:24.596062,"Konda Nagar, Mandya"
2781,2025-06-08T16:40:24.596302,2025-06-09T14:40:24.596302,"Kapur Ganj, Udupi"
2782,2025-04-28T05:40:24.596655,2025-04-29T14:40:24.596655,"Vala Marg, Koppal"
2783,2025-12-24T05:40:24.596785,2025-12-24T14:40:24.596785,"Dara Circle, Raichur"
2784,2026-05-27T16:40:24.596905,2026-05-28T14:40:24.596905,"Chand Street, Belagavi"
2785,2024-12-31T00:40:24.597037,2025-01-02T14:40:24.597037,"Kalla Nagar, Kalaburagi"
2786,2025-02-23T06:40:24.597147,2025-02-25T14:40:24.597147,"Morar Nagar, Belagavi"
2787,2026-06-11T03:40:24.597398,2026-06-11T14:40:24.597398,"Dada Road, Belagavi"
2788,2025-10-03T10:40:24.597685,2025-10-05T14:40:24.597685,"Golla Chowk, Dakshina Kannada"
2789,2025-05-26T15:40:24.597849,2025-05-29T14:40:24.597849,"Balan Street, Davanagere"
2790,2026-02-14T07:40:24.597983,2026-02-15T14:40:24.597983,"Dhar Chowk, Bengaluru Urban"
2791,2026-06-12T12:40:24.598192,2026-06-13T14:40:24.598192,"Ratti Zila, Kodagu"
2792,2025-04-29T18:40:24.598347,2025-05-02T14:40:24.598347,"Sundaram Zila, Shivamogga"
2793,2024-11-02T17:40:24.598497,2024-11-05T14:40:24.598497,"Randhawa Nagar, Haveri"
2794,2025-10-26T14:40:24.598652,2025-10-27T14:40:24.598652,"Nigam Ganj, Ramanagara"
2795,2025-04-01T01:40:24.598816,2025-04-02T14:40:24.598816,"Kant Ganj, Koppal"
2796,2025-05-22T06:40:24.599059,2025-05-24T14:40:24.599059,"Dara Ganj, Mysuru"
2797,2024-07-12T09:40:24.599205,2024-07-12T14:40:24.599205,"Mannan Circle, Mandya"
2798,2026-06-12T14:40:24.599363,2026-06-15T14:40:24.599363,"Prashad Zila, Belagavi"
2799,2026-03-22T06:40:24.599496,2026-03-22T14:40:24.599496,"Edwin Zila, Belagavi"
2800,2026-03-08T00:40:24.599726,2026-03-09T14:40:24.599726,"Hayre Road, Bengaluru Rural"
2801,2024-11-04T11:40:24.599887,2024-11-05T14:40:24.599887,"Sunder Circle, Belagavi"
2802,2026-06-06T16:40:24.600124,2026-06-08T14:40:24.600124,"Sarma Zila, Belagavi"
2803,2024-08-04T04:40:24.600311,2024-08-04T14:40:24.600311,"Badami, Belagavi"
2804,2026-04-10T14:40:24.600606,2026-04-11T14:40:24.600606,"Lal Street, Mysuru"
2805,2026-02-02T06:40:24.600821,2026-02-04T14:40:24.600821,"Swamy Zila, Belagavi"
2806,2025-04-12T16:40:24.600942,2025-04-15T14:40:24.600942,"Nayak Street, Ramanagara"
2807,2025-01-31T09:40:24.601195,2025-02-02T14:40:24.601195,"Rama Zila, Raichur"
2808,2025-06-19T05:40:24.601399,2025-06-19T14:40:24.601399,"Sampath, Shivamogga"
