ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateId,ArrestSurrenderDistrictId,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
3433,2521,1,2026-02-06,1,4,9,95,8,6180,True,False
3434,2521,1,2026-02-17,1,4,9,95,8,6181,True,False
3435,2523,1,2026-03-24,1,4,10,104,8,6186,True,False
3436,2524,1,2026-02-16,1,16,42,484,31,6187,True,False
3437,2526,1,2025-11-23,1,19,56,655,38,6190,True,False
3438,2527,1,2025-09-04,1,9,23,260,17,6191,True,False
3439,2527,1,2025-09-05,1,9,23,260,17,6193,True,False
3440,2528,2,2026-02-02,1,3,8,84,6,6194,True,False
3441,2528,1,2026-01-26,1,3,8,84,6,6195,True,False
3442,2530,1,2024-12-14,1,3,7,75,6,6198,True,False
3443,2530,1,2024-11-23,1,3,7,75,6,6199,True,False
3444,2531,1,2025-06-12,1,23,68,790,46,6201,True,False
3445,2532,1,2024-09-11,1,27,84,979,54,6203,True,True
3446,2532,1,2024-09-18,1,27,84,979,54,6204,True,False
3447,2533,1,2025-01-11,1,4,11,115,8,6206,True,False
3448,2534,1,2025-01-08,1,28,86,1000,56,6208,True,False
3449,2534,2,2024-12-29,1,28,86,1000,56,6209,True,False
3450,2534,1,2024-12-18,1,28,86,1000,56,6210,True,False
3451,2535,1,2025-08-15,1,28,87,1014,55,6211,True,False
3452,2536,1,2025-11-10,1,2,3,31,3,6213,True,False
3453,2537,2,2026-05-28,1,3,6,72,5,6214,True,False
3454,2537,1,2026-05-22,1,3,6,72,5,6216,True,False
3455,2538,2,2025-11-11,1,27,82,956,53,6218,True,False
3456,2539,1,2026-04-25,1,14,37,427,28,6221,True,False
3457,2540,1,2026-03-31,1,25,77,895,49,6222,True,False
3458,2540,1,2026-04-04,1,25,77,895,49,6223,True,False
3459,2541,1,2024-09-08,1,5,13,135,9,6225,True,False
3460,2541,2,2024-08-19,1,5,13,135,9,6227,True,False
3461,2544,1,2025-08-19,1,19,55,648,38,6230,True,False
3462,2545,1,2025-07-18,1,4,10,107,8,6232,True,False
3463,2545,1,2025-07-17,1,4,10,107,8,6234,True,False
3464,2547,1,2025-07-12,1,4,10,106,7,6236,True,False
3465,2547,1,2025-07-16,1,4,10,106,7,6238,True,False
3466,2549,1,2025-09-30,1,8,21,235,15,6240,True,False
3467,2550,1,2024-12-02,1,4,9,99,7,6243,True,False
3468,2550,1,2024-12-06,1,4,9,99,7,6244,True,False
3469,2552,1,2025-06-10,1,5,13,137,10,6248,True,False
3470,2553,1,2024-10-25,1,4,10,104,8,6250,True,True
3471,2554,1,2025-02-27,1,21,62,722,42,6251,True,False
3472,2555,1,2025-02-23,1,9,25,284,18,6252,True,False
3473,2555,1,2025-02-18,1,9,25,284,18,6253,True,False
3474,2555,1,2025-03-08,1,9,25,284,18,6254,True,False
3475,2555,1,2025-02-14,1,9,25,284,18,6255,True,False
3476,2556,1,2026-02-12,1,4,10,104,8,6256,True,False
3477,2556,1,2026-03-06,1,4,10,104,8,6257,True,False
3478,2556,1,2026-02-10,1,4,10,104,8,6259,True,False
3479,2557,2,2026-02-16,1,4,10,106,8,6261,True,False
3480,2558,1,2024-10-21,1,1,1,11,2,6262,True,False
3481,2559,1,2025-10-22,1,3,6,65,5,6263,True,False
3482,2559,2,2025-10-27,1,3,6,65,5,6264,True,False
3483,2560,1,2026-05-19,1,18,51,585,35,6266,True,False
3484,2561,1,2025-10-22,1,3,5,63,5,6268,True,False
3485,2561,1,2025-10-20,1,3,5,63,5,6269,True,False
3486,2562,1,2026-05-28,1,12,31,351,24,6270,True,False
3487,2562,2,2026-05-09,1,12,31,351,24,6271,True,False
3488,2563,1,2025-11-06,1,2,4,51,4,6272,True,False
3489,2563,1,2025-11-07,1,2,4,51,4,6274,True,False
3490,2564,1,2026-05-11,1,4,10,103,7,6276,True,False
3491,2564,1,2026-05-12,1,4,10,103,7,6277,True,False
3492,2564,1,2026-05-07,1,4,10,103,7,6278,True,False
3493,2565,2,2026-06-19,1,4,11,120,8,6281,True,False
3494,2565,2,2026-06-05,1,4,11,120,8,6282,True,False
3495,2566,2,2024-10-18,1,24,71,826,48,6285,True,False
3496,2567,1,2026-07-10,1,7,19,212,14,6286,True,False
3497,2567,1,2026-07-16,1,7,19,212,14,6287,True,False
3498,2568,2,2026-02-22,1,4,9,95,8,6289,True,False
3499,2568,1,2026-01-29,1,4,9,95,8,6291,True,False
3500,2569,1,2026-05-05,1,4,9,97,8,6292,True,False
3501,2569,1,2026-04-28,1,4,9,97,8,6293,True,False
3502,2570,1,2026-02-25,1,25,78,914,49,6294,True,False
3503,2573,1,2025-07-24,1,1,2,22,2,6300,True,False
3504,2573,1,2025-07-15,1,1,2,22,2,6301,True,False
3505,2573,1,2025-07-22,1,1,2,22,2,6302,True,False
3506,2574,1,2026-06-15,1,4,11,116,7,6304,True,False
3507,2575,1,2025-12-29,1,4,10,111,8,6307,True,False
3508,2576,1,2024-10-21,1,28,87,1007,55,6311,True,False
3509,2577,1,2025-04-23,1,24,71,826,48,6315,True,False
3510,2578,1,2026-06-11,1,4,11,112,7,6317,True,False
3511,2580,2,2025-09-15,1,4,10,106,7,6319,True,False
3512,2581,1,2024-11-22,1,18,50,574,36,6321,True,False
3513,2581,1,2024-11-08,1,18,50,574,36,6322,True,False
3514,2582,1,2026-02-27,1,4,9,100,7,6323,True,False
3515,2582,1,2026-02-14,1,4,9,100,7,6324,True,False
3516,2583,1,2026-06-03,1,20,59,685,40,6325,True,False
3517,2583,1,2026-06-09,1,20,59,685,40,6326,True,False
3518,2583,2,2026-06-04,1,20,59,685,40,6327,True,False
3519,2583,1,2026-06-08,1,20,59,685,40,6328,True,False
3520,2584,1,2025-03-09,1,19,55,646,37,6330,True,False
3521,2585,1,2026-04-24,1,28,88,1021,55,6333,True,False
3522,2585,1,2026-04-09,1,28,88,1021,55,6334,True,False
3523,2585,2,2026-04-11,1,28,88,1021,55,6335,True,False
3524,2586,2,2026-01-08,1,3,7,79,6,6338,True,False
3525,2586,1,2026-01-02,1,3,7,79,6,6339,True,False
3526,2587,2,2026-04-08,1,4,11,118,8,6341,True,False
3527,2588,2,2026-01-28,1,4,9,98,7,6344,True,False
3528,2590,1,2024-07-31,1,20,57,658,39,6346,True,False
3529,2590,1,2024-07-27,1,20,57,658,39,6347,True,False
3530,2591,1,2025-04-08,1,18,49,570,35,6348,True,False
3531,2592,1,2024-08-06,1,4,10,104,7,6349,True,False
3532,2592,1,2024-08-09,1,4,10,104,7,6350,True,False
3533,2592,1,2024-08-16,1,4,10,104,7,6351,True,False
3534,2593,1,2024-12-10,1,4,9,98,8,6352,True,False
3535,2595,1,2026-05-27,1,4,11,119,7,6354,True,False
3536,2596,2,2025-07-16,1,5,14,149,9,6355,True,False
3537,2596,1,2025-07-18,1,5,14,149,9,6356,True,False
3538,2597,1,2025-04-17,1,23,67,773,45,6359,True,False
3539,2599,1,2024-10-20,1,4,10,111,8,6363,True,False
3540,2599,1,2024-10-07,1,4,10,111,8,6364,True,False
3541,2600,2,2025-01-31,1,1,2,16,1,6365,True,False
3542,2600,1,2025-01-17,1,1,2,16,1,6366,True,False
3543,2601,1,2025-02-09,1,4,9,97,8,6369,True,False
3544,2602,2,2026-06-03,1,29,89,1035,57,6373,True,False
3545,2605,1,2024-10-05,1,24,71,832,48,6376,True,False
3546,2605,1,2024-10-18,1,24,71,832,48,6378,True,False
3547,2607,1,2024-08-10,1,3,7,81,5,6380,True,False
3548,2608,2,2025-02-04,1,5,13,136,10,6383,True,False
3549,2608,1,2025-02-26,1,5,13,136,10,6384,True,False
3550,2609,1,2025-07-10,1,26,80,936,51,6385,True,False
3551,2610,1,2024-12-04,1,20,60,703,40,6386,True,False
3552,2611,1,2025-03-28,1,27,83,963,54,6389,True,False
3553,2611,2,2025-04-08,1,27,83,963,54,6391,True,False
3554,2612,1,2025-06-05,1,4,9,96,7,6392,True,False
3555,2612,1,2025-06-01,1,4,9,96,7,6393,True,False
3556,2613,1,2026-06-18,1,4,11,113,7,6394,True,False
3557,2613,1,2026-05-30,1,4,11,113,7,6395,True,False
3558,2613,2,2026-06-10,1,4,11,113,7,6396,True,False
3559,2614,1,2025-08-06,1,4,10,102,8,6397,True,False
3560,2614,1,2025-07-25,1,4,10,102,8,6398,True,False
3561,2616,1,2026-02-26,1,4,10,109,7,6400,True,False
3562,2616,1,2026-03-09,1,4,10,109,7,6402,True,False
3563,2616,1,2026-03-15,1,4,10,109,7,6403,True,False
3564,2617,1,2026-06-04,1,4,11,114,8,6405,True,False
3565,2617,1,2026-06-09,1,4,11,114,8,6406,True,False
3566,2618,2,2026-01-07,1,4,11,114,8,6408,True,False
3567,2620,1,2025-12-10,1,28,85,990,56,6411,True,False
3568,2620,1,2025-12-23,1,28,85,990,56,6413,True,False
3569,2621,2,2025-10-16,1,4,11,116,7,6414,True,False
3570,2621,1,2025-10-12,1,4,11,116,7,6415,True,False
3571,2622,1,2026-01-16,1,14,38,436,28,6416,True,False
3572,2622,1,2026-01-24,1,14,38,436,28,6417,True,False
3573,2623,1,2024-08-20,1,3,5,63,5,6419,True,False
3574,2624,2,2024-09-20,1,26,80,933,52,6420,True,False
3575,2624,2,2024-09-22,1,26,80,933,52,6421,True,False
3576,2624,1,2024-10-01,1,26,80,933,52,6422,True,False
3577,2625,1,2025-10-08,1,4,9,101,7,6425,True,False
3578,2625,1,2025-11-01,1,4,9,101,7,6426,True,False
3579,2626,2,2024-10-27,1,12,31,349,24,6427,True,False
3580,2626,1,2024-11-08,1,12,31,349,24,6428,True,False
3581,2627,1,2026-04-09,1,4,11,118,8,6432,True,False
3582,2627,1,2026-04-06,1,4,11,118,8,6433,True,False
3583,2628,1,2025-04-25,1,19,53,610,37,6434,True,False
3584,2628,1,2025-04-13,1,19,53,610,37,6435,True,False
3585,2628,1,2025-04-09,1,19,53,610,37,6436,True,False
3586,2629,1,2026-07-08,1,20,59,691,40,6437,True,False
3587,2629,1,2026-06-26,1,20,59,691,40,6438,True,False
3588,2630,1,2025-12-22,1,1,2,23,2,6442,True,False
3589,2630,1,2025-12-12,1,1,2,23,2,6443,True,False
3590,2631,1,2025-01-03,1,17,47,543,34,6444,True,False
3591,2631,1,2025-01-08,1,17,47,543,34,6445,True,False
3592,2632,1,2026-07-27,1,12,32,363,23,6446,True,False
3593,2632,1,2026-07-27,1,12,32,363,23,6447,True,False
3594,2633,2,2025-02-11,1,22,63,732,43,6448,True,False
3595,2633,2,2025-02-02,1,22,63,732,43,6449,True,False
3596,2634,1,2026-05-18,1,27,84,977,53,6450,True,False
3597,2634,1,2026-05-21,1,27,84,977,53,6452,True,False
3598,2635,1,2025-10-10,1,4,11,114,7,6454,True,False
3599,2637,1,2026-06-17,1,3,7,76,6,6457,True,False
3600,2638,1,2026-03-24,1,4,11,115,8,6461,True,False
3601,2640,1,2026-07-25,1,5,14,141,9,6467,True,False
3602,2640,1,2026-07-16,1,5,14,141,9,6468,True,False
3603,2641,1,2026-06-07,1,4,10,109,7,6469,True,False
3604,2641,1,2026-06-03,1,4,10,109,7,6470,True,False
3605,2641,1,2026-06-02,1,4,10,109,7,6471,True,False
3606,2642,2,2024-11-06,1,13,35,392,25,6472,True,False
3607,2642,1,2024-11-11,1,13,35,392,25,6473,True,False
3608,2643,1,2026-04-24,1,4,11,112,7,6474,True,False
3609,2643,2,2026-04-30,1,4,11,112,7,6475,True,False
3610,2644,1,2025-03-09,1,29,90,1042,58,6479,True,False
3611,2644,1,2025-03-20,1,29,90,1042,58,6480,True,False
3612,2645,1,2025-07-25,1,6,17,187,11,6481,True,False
3613,2645,1,2025-08-02,1,6,17,187,11,6482,True,False
3614,2646,1,2024-10-28,1,21,61,706,41,6483,True,False
3615,2646,1,2024-10-23,1,21,61,706,41,6484,True,False
3616,2646,1,2024-11-15,1,21,61,706,41,6485,True,False
3617,2647,1,2026-07-01,1,21,61,715,42,6487,True,False
3618,2648,2,2026-07-18,1,4,9,100,7,6489,True,False
3619,2648,1,2026-07-13,1,4,9,100,7,6490,True,False
3620,2648,2,2026-07-16,1,4,9,100,7,6491,True,False
3621,2650,1,2024-11-23,1,12,31,359,24,6493,True,False
3622,2652,1,2025-01-17,1,16,42,483,32,6497,True,False
3623,2653,1,2026-03-06,1,7,18,202,13,6499,True,False
3624,2653,1,2026-02-12,1,7,18,202,13,6500,True,False
3625,2653,1,2026-03-06,1,7,18,202,13,6502,True,False
3626,2654,1,2026-05-28,1,14,36,406,28,6505,True,False
3627,2655,1,2025-10-15,1,14,36,411,28,6507,True,False
3628,2655,1,2025-10-15,1,14,36,411,28,6510,True,True
3629,2656,1,2026-04-14,1,2,3,39,4,6511,True,False
3630,2657,1,2025-09-12,1,7,18,197,14,6512,True,False
3631,2657,1,2025-09-27,1,7,18,197,14,6513,True,False
3632,2657,1,2025-09-24,1,7,18,197,14,6515,True,False
3633,2658,1,2026-02-05,1,4,9,96,7,6516,True,False
3634,2658,1,2026-01-31,1,4,9,96,7,6517,True,False
3635,2658,1,2026-02-11,1,4,9,96,7,6518,True,True
3636,2659,1,2025-06-30,1,8,20,221,15,6519,True,False
3637,2660,1,2026-01-14,1,4,9,99,7,6520,True,False
3638,2663,1,2026-02-16,1,4,11,118,7,6523,True,False
3639,2663,2,2026-02-09,1,4,11,118,7,6526,True,False
3640,2664,1,2025-09-05,1,23,69,804,45,6527,True,False
3641,2665,1,2026-03-30,1,18,51,592,36,6528,True,False
3642,2666,1,2026-04-18,1,4,9,95,8,6530,True,True
3643,2666,1,2026-04-18,1,4,9,95,8,6531,True,False
3644,2667,1,2024-11-14,1,4,9,93,8,6534,True,False
3645,2668,1,2026-04-07,1,23,70,821,46,6536,True,False
3646,2669,1,2026-03-20,1,4,11,117,7,6537,True,True
3647,2669,1,2026-03-23,1,4,11,117,7,6538,True,False
3648,2669,1,2026-04-11,1,4,11,117,7,6539,True,True
3649,2670,1,2026-07-30,1,16,42,486,32,6540,True,False
3650,2670,1,2026-07-11,1,16,42,486,32,6541,True,False
3651,2671,1,2025-04-11,1,4,9,97,7,6544,True,False
3652,2673,2,2025-08-18,1,4,10,108,8,6546,True,False
3653,2674,1,2025-12-08,1,4,11,118,8,6547,True,False
3654,2674,1,2025-12-06,1,4,11,118,8,6548,True,False
3655,2675,2,2026-02-26,1,21,62,725,42,6549,True,False
3656,2675,1,2026-03-05,1,21,62,725,42,6550,True,False
3657,2677,2,2024-10-25,1,6,17,185,11,6553,True,False
3658,2677,1,2024-11-03,1,6,17,185,11,6554,True,False
3659,2677,1,2024-11-14,1,6,17,185,11,6555,True,False
3660,2679,2,2025-04-23,1,30,92,1068,60,6557,True,False
3661,2680,1,2026-01-19,1,3,7,83,5,6558,True,False
3662,2680,1,2026-01-13,1,3,7,83,5,6559,True,False
3663,2680,1,2026-01-23,1,3,7,83,5,6560,True,False
3664,2681,1,2026-04-18,1,14,38,434,28,6561,True,False
3665,2682,1,2025-08-12,1,20,60,698,39,6564,True,False
3666,2683,1,2026-06-06,1,4,9,100,8,6566,True,False
3667,2683,1,2026-06-03,1,4,9,100,8,6567,True,False
3668,2684,1,2026-04-24,1,4,11,112,7,6568,True,False
3669,2684,2,2026-05-08,1,4,11,112,7,6569,True,False
3670,2686,1,2026-02-19,1,3,8,89,6,6571,True,False
3671,2686,1,2026-02-19,1,3,8,89,6,6572,True,False
3672,2687,1,2026-05-16,1,4,9,94,7,6575,True,False
3673,2687,1,2026-05-10,1,4,9,94,7,6577,True,False
3674,2688,2,2026-02-06,1,17,45,525,34,6580,True,False
3675,2689,2,2026-04-09,1,2,4,43,3,6582,True,False
3676,2689,2,2026-04-20,1,2,4,43,3,6583,True,False
3677,2690,1,2024-08-06,1,30,92,1065,59,6584,True,False
3678,2690,1,2024-08-03,1,30,92,1065,59,6585,True,False
3679,2690,2,2024-07-31,1,30,92,1065,59,6586,True,False
3680,2690,2,2024-08-14,1,30,92,1065,59,6587,True,False
3681,2691,1,2025-09-11,1,4,9,97,8,6589,True,False
3682,2692,1,2025-06-29,1,21,61,710,41,6592,True,False
3683,2693,1,2026-06-07,1,4,10,107,7,6593,True,False
3684,2693,1,2026-06-22,1,4,10,107,7,6594,True,False
3685,2693,1,2026-07-01,1,4,10,107,7,6595,True,False
3686,2695,1,2026-06-22,1,18,50,584,36,6597,True,False
3687,2695,1,2026-06-17,1,18,50,584,36,6598,True,False
3688,2696,2,2026-01-02,1,27,83,964,53,6599,True,False
3689,2696,1,2026-01-02,1,27,83,964,53,6601,True,False
3690,2697,1,2025-06-21,1,25,75,874,49,6603,True,False
3691,2697,1,2025-06-10,1,25,75,874,49,6605,True,False
3692,2698,1,2024-07-22,1,11,30,344,22,6606,True,False
3693,2698,1,2024-07-16,1,11,30,344,22,6608,True,False
3694,2698,1,2024-07-17,1,11,30,344,22,6609,True,False
3695,2699,1,2025-09-04,1,24,71,832,47,6610,True,False
3696,2699,2,2025-09-30,1,24,71,832,47,6612,True,False
3697,2699,1,2025-09-07,1,24,71,832,47,6613,True,False
3698,2700,1,2026-03-02,1,4,10,111,8,6614,True,False
3699,2701,1,2024-12-10,1,4,11,116,8,6618,True,False
3700,2702,1,2026-07-15,1,5,13,138,9,6619,True,False
3701,2702,1,2026-07-15,1,5,13,138,9,6620,True,False
3702,2703,1,2026-03-24,1,30,91,1049,59,6621,True,False
3703,2705,1,2026-03-02,1,4,11,118,7,6624,True,False
3704,2705,1,2026-03-08,1,4,11,118,7,6625,True,False
3705,2705,1,2026-02-24,1,4,11,118,7,6626,True,False
3706,2706,1,2026-07-13,1,3,7,75,6,6628,True,False
3707,2708,2,2026-08-04,1,23,68,786,45,6630,True,False
3708,2708,2,2026-07-12,1,23,68,786,45,6631,True,False
3709,2708,1,2026-07-28,1,23,68,786,45,6632,True,False
3710,2709,1,2025-05-04,1,21,62,727,42,6634,True,False
3711,2710,2,2026-03-04,1,3,5,61,5,6635,True,False
3712,2711,1,2025-06-07,1,24,72,843,47,6637,True,False
3713,2711,1,2025-06-07,1,24,72,843,47,6640,True,False
3714,2712,1,2025-08-04,1,17,45,522,34,6641,True,False
3715,2715,1,2025-10-30,1,1,1,1,2,6646,True,False
3716,2716,1,2026-04-26,1,28,87,1008,56,6647,True,False
3717,2717,1,2024-10-25,1,2,3,33,4,6648,True,False
3718,2717,1,2024-11-12,1,2,3,33,4,6649,True,False
3719,2718,2,2025-02-22,1,25,76,886,49,6652,True,False
3720,2719,1,2026-02-03,1,23,70,810,46,6654,True,False
3721,2719,1,2026-02-16,1,23,70,810,46,6655,True,False
3722,2722,1,2025-09-15,1,21,62,719,42,6658,True,False
3723,2723,2,2026-02-13,1,4,9,98,8,6660,True,False
3724,2723,2,2026-02-06,1,4,9,98,8,6661,True,False
3725,2724,1,2025-12-28,1,20,60,699,39,6662,True,False
3726,2725,1,2026-02-12,1,26,81,951,51,6663,True,False
3727,2725,1,2026-02-12,1,26,81,951,51,6665,True,False
3728,2726,1,2026-04-03,1,20,57,668,39,6667,True,True
3729,2726,1,2026-03-21,1,20,57,668,39,6668,True,False
3730,2727,2,2024-10-16,1,1,1,10,1,6669,True,False
3731,2728,1,2025-12-11,1,13,33,370,25,6672,True,False
3732,2728,1,2025-11-24,1,13,33,370,25,6673,True,False
3733,2729,1,2026-04-09,1,4,9,98,7,6674,True,False
3734,2729,1,2026-03-19,1,4,9,98,7,6675,True,False
3735,2729,1,2026-03-18,1,4,9,98,7,6676,True,False
3736,2731,1,2025-01-09,1,10,27,302,20,6679,True,False
3737,2731,1,2024-12-29,1,10,27,302,20,6682,True,False
3738,2732,1,2025-02-24,1,4,11,114,7,6683,True,False
3739,2733,1,2026-01-18,1,3,6,67,6,6686,True,False
3740,2734,1,2026-04-26,1,4,11,117,7,6687,True,False
3741,2735,1,2025-04-20,1,1,2,16,1,6689,True,False
3742,2736,1,2026-01-07,1,19,55,644,38,6692,True,False
3743,2736,1,2026-01-21,1,19,55,644,38,6693,True,False
3744,2736,2,2026-01-27,1,19,55,644,38,6694,True,False
3745,2737,1,2024-12-03,1,4,11,120,8,6695,True,False
3746,2737,1,2024-12-16,1,4,11,120,8,6696,True,False
3747,2738,1,2026-03-21,1,4,11,114,8,6701,True,False
3748,2739,1,2026-02-20,1,4,10,106,7,6702,True,False
3749,2739,1,2026-01-22,1,4,10,106,7,6704,True,False
3750,2739,1,2026-01-26,1,4,10,106,7,6705,True,False
3751,2740,2,2024-12-15,1,1,2,20,2,6707,True,False
3752,2742,1,2025-07-02,1,24,71,834,47,6713,True,False
3753,2742,1,2025-06-29,1,24,71,834,47,6715,True,False
3754,2743,1,2025-03-30,1,14,37,420,27,6716,True,False
3755,2743,1,2025-03-17,1,14,37,420,27,6717,True,False
3756,2743,2,2025-03-07,1,14,37,420,27,6718,True,False
3757,2744,1,2026-07-18,1,4,10,109,8,6719,True,False
3758,2744,1,2026-07-25,1,4,10,109,8,6720,True,False
3759,2745,1,2026-06-12,1,4,9,93,8,6723,True,False
3760,2746,1,2025-07-02,1,4,9,98,8,6725,True,False
3761,2747,1,2026-04-06,1,1,1,3,1,6727,True,False
3762,2747,1,2026-04-01,1,1,1,3,1,6728,True,False
3763,2747,1,2026-04-12,1,1,1,3,1,6729,True,False
3764,2749,1,2025-07-31,1,4,11,117,8,6732,True,False
3765,2750,1,2026-07-03,1,1,2,19,1,6733,True,False
3766,2751,1,2024-10-11,1,15,40,463,29,6735,True,False
3767,2752,1,2026-01-25,1,28,86,999,56,6739,True,False
3768,2753,1,2025-09-08,1,23,66,764,45,6741,True,False
3769,2754,1,2025-09-18,1,3,5,58,5,6744,True,False
3770,2754,2,2025-09-06,1,3,5,58,5,6745,True,False
3771,2755,1,2025-06-27,1,1,1,8,1,6747,True,False
3772,2756,1,2024-12-08,1,18,49,566,36,6749,True,False
3773,2757,1,2025-01-27,1,3,7,82,5,6750,True,False
3774,2758,2,2026-02-28,1,3,7,77,5,6754,True,False
3775,2758,1,2026-02-21,1,3,7,77,5,6755,True,False
3776,2759,1,2026-04-19,1,4,10,111,8,6756,True,False
3777,2760,1,2026-02-03,1,4,11,114,8,6759,True,False
3778,2761,1,2026-06-12,1,4,11,118,7,6760,True,False
3779,2762,1,2025-05-13,1,17,46,530,34,6761,True,False
3780,2762,1,2025-05-16,1,17,46,530,34,6763,True,False
3781,2763,1,2026-05-26,1,2,4,51,3,6764,True,False
3782,2763,1,2026-05-20,1,2,4,51,3,6765,True,False
3783,2763,1,2026-06-13,1,2,4,51,3,6766,True,False
3784,2764,1,2026-04-19,1,2,3,30,4,6767,True,False
3785,2765,1,2025-10-18,1,19,52,609,38,6770,True,False
3786,2765,1,2025-10-15,1,19,52,609,38,6771,True,False
3787,2766,1,2026-03-16,1,4,11,116,7,6773,True,False
3788,2766,1,2026-03-26,1,4,11,116,7,6774,True,False
3789,2766,2,2026-03-15,1,4,11,116,7,6775,True,False
3790,2767,1,2025-01-10,1,20,59,688,40,6776,True,False
3791,2768,2,2026-07-23,1,4,10,102,7,6778,True,False
3792,2768,1,2026-07-12,1,4,10,102,7,6779,True,True
3793,2769,1,2024-09-10,1,8,20,228,15,6782,True,False
3794,2770,1,2024-11-18,1,29,89,1032,57,6784,True,False
3795,2770,2,2024-11-03,1,29,89,1032,57,6785,True,False
3796,2770,2,2024-11-23,1,29,89,1032,57,6786,True,False
3797,2771,1,2025-09-09,1,3,6,72,6,6788,True,False
3798,2771,1,2025-09-10,1,3,6,72,6,6789,True,False
3799,2771,2,2025-09-25,1,3,6,72,6,6791,True,False
3800,2773,1,2026-02-13,1,4,11,116,8,6793,True,False
3801,2773,1,2026-02-04,1,4,11,116,8,6794,True,False
3802,2774,1,2026-05-08,1,2,3,39,4,6797,True,False
3803,2774,2,2026-04-22,1,2,3,39,4,6798,True,False
3804,2774,1,2026-05-02,1,2,3,39,4,6799,True,False
3805,2775,1,2026-02-12,1,4,11,118,7,6801,True,False
3806,2775,1,2026-01-24,1,4,11,118,7,6802,True,False
3807,2776,2,2026-04-07,1,30,91,1058,60,6804,True,False
3808,2777,1,2025-03-06,1,14,37,417,28,6805,True,False
3809,2778,1,2025-01-15,1,2,3,31,3,6807,True,False
3810,2778,1,2025-01-30,1,2,3,31,3,6808,True,False
3811,2779,1,2024-10-11,1,12,31,359,23,6809,True,False
3812,2779,2,2024-10-22,1,12,31,359,23,6810,True,False
3813,2779,1,2024-10-11,1,12,31,359,23,6811,True,False
3814,2780,1,2025-03-18,1,13,35,393,25,6813,True,False
3815,2780,1,2025-03-27,1,13,35,393,25,6815,True,False
3816,2781,1,2025-06-17,1,15,39,454,30,6816,True,False
3817,2781,2,2025-06-17,1,15,39,454,30,6818,True,False
3818,2783,1,2026-01-16,1,16,43,497,31,6822,True,False
3819,2786,2,2025-03-12,1,4,11,116,8,6827,True,False
3820,2786,1,2025-03-22,1,4,11,116,8,6829,True,False
3821,2787,1,2026-06-20,1,4,11,114,8,6830,True,False
3822,2787,2,2026-06-18,1,4,11,114,8,6831,True,False
3823,2787,1,2026-06-17,1,4,11,114,8,6832,True,False
3824,2788,1,2025-10-24,1,9,24,263,18,6835,True,False
3825,2789,1,2025-06-05,1,20,59,688,40,6836,True,False
3826,2790,1,2026-03-02,1,1,1,5,1,6838,True,False
3827,2790,1,2026-03-14,1,1,1,5,1,6839,True,False
3828,2791,1,2026-06-23,1,27,83,972,53,6840,True,False
3829,2792,1,2025-05-05,1,8,21,231,15,6843,True,False
3830,2792,1,2025-05-19,1,8,21,231,15,6844,True,False
3831,2794,1,2025-11-02,1,28,86,1000,56,6846,True,False
3832,2794,1,2025-10-28,1,28,86,1000,56,6847,True,False
3833,2795,1,2025-04-05,1,23,68,794,46,6848,True,False
3834,2795,2,2025-04-23,1,23,68,794,46,6849,True,False
3835,2795,2,2025-04-03,1,23,68,794,46,6850,True,False
3836,2796,1,2025-06-04,1,3,6,71,6,6852,True,False
3837,2797,1,2024-07-31,1,13,33,373,26,6855,True,False
3838,2798,1,2026-07-14,1,4,9,93,7,6856,True,False
3839,2799,1,2026-03-24,1,4,10,109,7,6857,True,False
3840,2799,1,2026-03-29,1,4,10,109,7,6858,True,False
3841,2800,2,2026-03-10,1,2,3,38,3,6860,True,False
3842,2801,2,2024-11-07,1,4,9,99,8,6861,True,False
3843,2802,1,2026-06-20,1,4,9,95,8,6866,True,False
3844,2803,1,2024-08-22,1,4,11,116,7,6867,True,False
3845,2803,1,2024-08-22,1,4,11,116,7,6868,True,False
3846,2803,1,2024-08-26,1,4,11,116,7,6870,True,False
3847,2804,1,2026-04-20,1,3,6,64,6,6873,True,False
3848,2805,1,2026-02-06,1,4,10,106,7,6874,True,False
3849,2806,1,2025-05-13,1,28,87,1017,56,6876,True,False
3850,2806,1,2025-04-27,1,28,87,1017,56,6877,True,False
3851,2806,1,2025-05-03,1,28,87,1017,56,6878,True,False
3852,2807,2,2025-02-04,1,16,42,488,31,6879,True,False
3853,2807,1,2025-02-21,1,16,42,488,31,6880,True,False
3854,2808,1,2025-06-20,1,8,21,234,16,6882,True,False
3855,2808,1,2025-07-02,1,8,21,234,16,6884,True,False
3856,2808,1,2025-06-29,1,8,21,234,16,6885,True,False
3857,2809,2,2024-08-13,1,5,12,121,9,6889,True,True
3858,2810,2,2025-09-22,1,25,78,906,50,6892,True,False
3859,2811,1,2026-04-29,1,18,49,561,35,6894,True,False
3860,2812,1,2025-10-20,1,1,1,9,1,6897,True,False
3861,2812,1,2025-11-15,1,1,1,9,1,6898,True,False
3862,2813,1,2025-02-14,1,16,42,492,31,6901,True,False
3863,2813,1,2025-02-23,1,16,42,492,31,6903,True,False
3864,2815,1,2026-01-29,1,4,11,112,8,6906,True,False
3865,2815,1,2026-01-25,1,4,11,112,8,6907,True,False
